"Time"	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G84	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100	G101	G102	G103	G104	G105	G106	G107	G108	G109	G110	G111	G112	G113	G114	G115	G116	G117	G118	G119	G120	G121	G122	G123	G124	G125	G126	G127	G128	G129	G130	G131	G132	G133	G134	G135	G136	G137	G138	G139	G140	G141	G142	G143	G144	G145	G146	G147	G148	G149	G150	G151	G152	G153	G154	G155	G156	G157	G158	G159	G160
450	0.7056146	0.6512035	0.0062397	0.0000000	0.3221594	0.0277405	0.1483175	0.0449576	0.6173973	0.3382231	0.6445079	0.2963555	0.5035706	0.0531995	0.4409378	0.0000000	0.6319163	0.7004182	0.3739514	0.2203821	0.0534617	0.6638123	0.0280051	0.1101816	0.2320718	0.1972330	0.5988933	0.0356368	0.5118507	0.1056491	0.3658268	0.6704857	0.3299912	0.4486857	0.7071220	0.7601474	0.5571118	0.0706167	0.1229732	0.6666884	0.4953412	0.1460315	0.4937531	0.7382229	0.6705834	0.1732992	0.6649413	0.5190872	0.7282355	0.5522759	0.2723962	0.5696895	0.2429149	0.7242311	0.4618470	0.3691012	0.1343159	0.2078810	0.1903472	0.0415096	0.5821224	0.0026545	0.0849327	0.1270627	0.0400249	0.0509509	0.0950569	0.7132232	0.1402483	0.5688257	0.1567984	0.1213937	0.3792036	0.0430751	0.6367061	0.2677141	0.0082831	0.1848504	0.1940107	0.1064645	0.7091283	0.7607557	0.6711777	0.6059335	0.4930167	0.6428674	0.0002939	0.0351419	0.6054883	0.2245881	0.4052943	0.3782555	0.5992860	0.4150487	0.1052590	0.6055455	0.1178956	0.7010409	0.7127615	0.7121164	0.0073966	0.4946729	0.4513847	0.0000239	0.5992149	0.3610915	0.5489051	0.6621045	0.2883412	0.0080271	0.3334593	0.7534762	0.7154491	0.5771208	0.7483944	0.6475027	0.5447523	0.1031455	0.6730242	0.0541268	0.6656062	0.6729830	0.3008517	0.1773123	0.7215796	0.5750449	0.5968606	0.5784425	0.6668330	0.6559721	0.5707054	0.5256907	0.6795228	0.7806903	0.4008256	0.7085279	0.6716641	0.6664115	0.6176209	0.6862638	0.6163487	0.6934876	0.2787909	0.5042448	0.7786678	0.5251232	0.0961258	0.6505253	0.1349153	0.1124724	0.5668413	0.6432935	0.6375643	0.7476130	0.7217461	0.1815052	0.3712045	0.2141795	0.0242863	0.5162066
500	0.7343471	0.7792719	0.0045857	0.0000165	0.3272476	0.0297459	0.2228803	0.0205454	0.4970603	0.3229806	0.6337172	0.3841454	0.3782952	0.1009137	0.3864249	0.0001694	0.5305443	0.6234827	0.4089682	0.1901201	0.0240155	0.7282042	0.0201657	0.0869543	0.3212598	0.2081688	0.7403481	0.0283613	0.6135108	0.1403903	0.3044042	0.7423753	0.3237861	0.5147902	0.7478189	0.6443142	0.6065357	0.0560598	0.0903614	0.6437391	0.4259405	0.1460130	0.4344590	0.5269122	0.7007899	0.2290990	0.6886213	0.4961312	0.5618037	0.7028256	0.3065351	0.4679969	0.2169475	0.7503794	0.3709257	0.4709592	0.1241508	0.1637187	0.1810514	0.0898637	0.5156229	0.0001291	0.0759745	0.0458943	0.0236004	0.0309066	0.1069891	0.7312377	0.1436173	0.6219265	0.1382637	0.1749017	0.4152189	0.0572924	0.5533549	0.2906409	0.0120329	0.2275871	0.2309792	0.1118907	0.6939974	0.6409518	0.6950215	0.7000199	0.6435056	0.5535274	0.0013363	0.0469013	0.4315779	0.2880792	0.3435463	0.4128743	0.6365782	0.3285891	0.1455760	0.6784757	0.0778681	0.6980190	0.6294363	0.6595412	0.0121830	0.6403177	0.4070818	0.0004261	0.7577876	0.3158728	0.5325859	0.5199740	0.2910453	0.0215315	0.3230810	0.5886826	0.6721572	0.5570269	0.5438587	0.7142762	0.4982638	0.1257136	0.8836306	0.0339052	0.5523079	0.5729777	0.2595578	0.0910829	0.5823510	0.5172691	0.6785244	0.4710915	0.6026679	0.6412890	0.6975454	0.5728457	0.7190471	0.7353798	0.3267230	0.5487910	0.7539783	0.5988917	0.6412704	0.6657689	0.6917799	0.6661202	0.2565248	0.5972414	0.6415341	0.5045085	0.1266131	0.6987162	0.1563428	0.1558141	0.6794459	0.5239370	0.5232839	0.6290378	0.8071275	0.2195740	0.4523892	0.2489172	0.0314961	0.6109724
550	0.6230788	0.7062039	0.0246059	0.0216699	0.2856200	0.0511507	0.1793703	0.0593848	0.5279814	0.4272470	0.6873526	0.3095445	0.3674023	0.0431926	0.3328525	0.0195458	0.5084833	0.6808027	0.4534375	0.6224097	0.0333440	0.7835858	0.0212328	0.0947269	0.2996092	0.1964836	0.8016665	0.0580324	0.6154970	0.1542509	0.3258144	0.6310961	0.5425946	0.4435165	0.4466213	0.6065650	0.6273429	0.0539765	0.0827511	0.6944336	0.5435550	0.4898373	0.2116765	0.5777681	0.8292045	0.2649345	0.6572833	0.4522192	0.4601564	0.6938769	0.2462425	0.6293118	0.2574530	0.7645103	0.1244168	0.5162355	0.0587895	0.1728007	0.3352130	0.5860455	0.3918345	0.0756606	0.1015636	0.0979177	0.0543790	0.0334619	0.1154232	0.6552824	0.2591154	0.5913977	0.2783015	0.3409070	0.3568953	0.1351692	0.5999769	0.3380174	0.1440484	0.2409704	0.1294129	0.1998219	0.7708317	0.6780251	0.6564446	0.7208028	0.4506583	0.6317359	0.0531598	0.0866309	0.5037207	0.2502342	0.3325673	0.4415065	0.7259074	0.2972028	0.1183046	0.6162115	0.0948521	0.7112762	0.6398658	0.6375251	0.0204874	0.4841464	0.3944035	0.0217955	0.6800384	0.3483387	0.4420695	0.7830340	0.2655788	0.0167275	0.3515158	0.6830762	0.6696101	0.5179502	0.7253762	0.6792413	0.6018929	0.1184561	0.6464188	0.0305023	0.7187145	0.6182502	0.2974068	0.1082175	0.5918321	0.3725588	0.4882741	0.6268383	0.6473517	0.5821795	0.7196214	0.6604077	0.7260741	0.7154343	0.3142111	0.6586171	0.4577020	0.5581613	0.7646197	0.4934644	0.6298468	0.6571274	0.3516648	0.5581026	0.6502376	0.6048809	0.1120168	0.6319685	0.2155663	0.0982753	0.5721598	0.6194237	0.5596347	0.6668862	0.8330210	0.1529965	0.4063313	0.3676191	0.0206166	0.6487681
600	0.6427345	0.6321857	0.0241802	0.0108543	0.3210708	0.0770060	0.1466859	0.0755648	0.5067847	0.3432249	0.6445389	0.3838726	0.3227213	0.0758211	0.3840219	0.0198977	0.4866293	0.6391877	0.5561443	0.5234530	0.0230766	0.6335597	0.0365558	0.0911379	0.2855138	0.2158036	0.6548227	0.1572438	0.5388831	0.1779497	0.3359905	0.6632351	0.4118095	0.4115548	0.3263480	0.6098084	0.5076554	0.0523891	0.1540519	0.8122202	0.5079051	0.6084463	0.2864413	0.3976941	0.5843076	0.2276475	0.4226254	0.4525264	0.4589625	0.5882980	0.2633846	0.5822069	0.3345123	0.8272371	0.0468851	0.3640118	0.0929735	0.1984668	0.3465137	0.6090621	0.3819859	0.0852654	0.1893438	0.0976256	0.0592403	0.0318712	0.1072507	0.6480348	0.3150602	0.5546236	0.3372699	0.4188250	0.4515950	0.0837658	0.6940471	0.2283271	0.1726617	0.1511645	0.1221356	0.1844831	0.7571867	0.5939465	0.7029337	0.7574367	0.4807931	0.5459445	0.0675141	0.0546998	0.5707428	0.2178349	0.6012064	0.3454446	0.8098439	0.4187638	0.1186823	0.7310465	0.1467115	0.7015556	0.7528843	0.7557631	0.0092199	0.4932448	0.3707773	0.0334587	0.6367287	0.2969819	0.5242733	0.6169576	0.2201949	0.0235023	0.3098953	0.6553981	0.6191247	0.6757513	0.7281731	0.5845339	0.4941946	0.0671861	0.5928664	0.0409016	0.7268759	0.5597396	0.2913135	0.1373980	0.5118968	0.3806877	0.4577288	0.4947754	0.7040293	0.5564524	0.6553829	0.5817357	0.6619217	0.7711178	0.3383486	0.5461143	0.5146231	0.6917523	0.6899396	0.5694500	0.5042862	0.6100747	0.3029413	0.6738987	0.6959704	0.5580828	0.1113796	0.6200836	0.1957858	0.0908263	0.5928634	0.4363090	0.5343925	0.6421246	0.7534511	0.2641075	0.3168370	0.4988835	0.0344542	0.6520056
650	0.6535208	0.8567232	0.0127084	0.0169464	0.3215044	0.1349152	0.2238092	0.0664546	0.4634215	0.3939375	0.6343668	0.2756004	0.4297844	0.0602767	0.2768140	0.0231435	0.4526513	0.7291571	0.5363709	0.6456558	0.0544504	0.7477342	0.0147571	0.1024772	0.2218127	0.1539556	0.7335657	0.1020150	0.4601790	0.1288701	0.4414439	0.5718367	0.4356927	0.4308583	0.2948000	0.6573706	0.5420927	0.0821956	0.1536117	0.6753920	0.3556056	0.5960027	0.3181189	0.2787992	0.7249875	0.3154285	0.3172292	0.3281227	0.4066306	0.5479877	0.2601817	0.4293162	0.2955414	0.6792350	0.0084304	0.4628961	0.1264758	0.1688036	0.4210867	0.5981420	0.4268403	0.0598370	0.1532207	0.0773704	0.0656805	0.0236582	0.1416202	0.6981920	0.3373172	0.6743807	0.3359402	0.4081205	0.4183582	0.1287843	0.6255967	0.3393226	0.1614580	0.2408145	0.1219130	0.1281357	0.8109002	0.7039563	0.7379437	0.5559573	0.5959378	0.5648755	0.0634265	0.0557433	0.5539823	0.2735797	0.3640519	0.3485028	0.6094839	0.3028034	0.1672331	0.6274407	0.1457119	0.7251159	0.7820546	0.6930989	0.0084633	0.4770688	0.4523915	0.0336949	0.7483416	0.3072522	0.4944490	0.6403340	0.2422713	0.0131975	0.3968917	0.7605986	0.6734313	0.5556735	0.5637155	0.5227731	0.5420147	0.1283322	0.7739073	0.0211855	0.6790165	0.6496745	0.3590185	0.0902790	0.5729980	0.4547722	0.4540219	0.4970446	0.7712151	0.5941021	0.6691511	0.6700184	0.6891133	0.6165966	0.4089757	0.4913300	0.5229458	0.5716483	0.6741041	0.7299684	0.5513987	0.6676357	0.2751239	0.5988816	0.6231605	0.4825565	0.1108182	0.7800212	0.2460345	0.1216756	0.5725725	0.5966170	0.4451187	0.6648682	0.6718296	0.2219356	0.3844680	0.4588452	0.0179607	0.5092721
700	0.7423634	0.7485544	0.0227805	0.0291110	0.3084724	0.0612823	0.1627692	0.0767801	0.6934146	0.2495298	0.5765116	0.2012220	0.3519038	0.0791756	0.3146233	0.0186158	0.4419812	0.5518638	0.5623682	0.7369140	0.0491866	0.6826158	0.0219364	0.0958388	0.2801335	0.1706220	0.8560929	0.0966950	0.6603474	0.1854003	0.3553465	0.7785926	0.4245346	0.4864924	0.2617817	0.6147598	0.5217054	0.1162618	0.2115054	0.7832756	0.4490495	0.7373303	0.3503679	0.2269382	0.7891323	0.1716615	0.2518970	0.4473446	0.2757213	0.5509891	0.2178431	0.4691330	0.2549733	0.6106775	0.0141451	0.4516253	0.0435884	0.2256482	0.4182694	0.8108536	0.3229740	0.1094858	0.1002361	0.0866511	0.0380916	0.0426271	0.0640790	0.7230928	0.2279466	0.5366877	0.4529047	0.5069715	0.3908645	0.1142340	0.6162066	0.2548531	0.1533391	0.2934593	0.1447809	0.2234979	0.7227681	0.5516263	0.6529076	0.6033595	0.4792956	0.6669372	0.0508615	0.0685209	0.4072326	0.2136029	0.3912509	0.4238911	0.6373553	0.3123452	0.1225651	0.6091960	0.1304328	0.7053299	0.5242853	0.8151872	0.0078729	0.4431705	0.4089172	0.0198631	0.6738158	0.3640830	0.4376304	0.7406804	0.2871748	0.0178155	0.2849043	0.6527048	0.6943069	0.5822255	0.6768137	0.5956397	0.5178581	0.0761966	0.6317190	0.0564678	0.6729327	0.6342237	0.3251928	0.0875586	0.6429948	0.3104258	0.4150831	0.3526165	0.5545931	0.6709487	0.6335842	0.6878596	0.6365399	0.6759963	0.4030525	0.4492961	0.6482242	0.5377585	0.5448744	0.6222848	0.4660654	0.6886995	0.4102488	0.5744749	0.6376369	0.4991001	0.1562390	0.7455991	0.2964410	0.1107219	0.5516648	0.5471438	0.5547498	0.6583280	0.6532599	0.1990321	0.2837904	0.3087987	0.0447295	0.6080707
750	0.7605356	0.6717265	0.0512216	0.0052725	0.3735496	0.0371915	0.1914119	0.0818823	0.6109995	0.2583468	0.7119370	0.3117363	0.5140428	0.0811414	0.2781975	0.0161540	0.3913364	0.6477894	0.5920890	0.7666050	0.0404687	0.7194778	0.0135741	0.1119109	0.3671019	0.1845350	0.7042237	0.1351930	0.6702975	0.1359022	0.2807711	0.7146909	0.4356262	0.3014693	0.2811574	0.7930786	0.6194961	0.1086364	0.2161691	0.6818556	0.3549352	0.6309608	0.3724137	0.3073950	0.8083552	0.2709951	0.2727174	0.4582305	0.3363319	0.5506788	0.2454522	0.5091338	0.2878374	0.5685002	0.0282477	0.3735641	0.0768460	0.1852309	0.5812178	0.6896749	0.2640037	0.0977829	0.1140025	0.0388319	0.0557495	0.0530098	0.1201710	0.5747656	0.2747561	0.5248560	0.3065891	0.4186987	0.3566624	0.1171378	0.5836660	0.2756248	0.1732169	0.1634929	0.2213794	0.1797040	0.7495608	0.7162467	0.6496835	0.5767744	0.5513662	0.6370252	0.0458542	0.0419006	0.6100806	0.1875108	0.3951127	0.4149891	0.6436758	0.4969870	0.1575888	0.6802723	0.1481938	0.6546472	0.5650820	0.8219760	0.0188415	0.3324774	0.4090258	0.0165598	0.7607944	0.2894971	0.4919052	0.6306627	0.2737319	0.0169991	0.4447038	0.7234839	0.6928341	0.5118963	0.7147245	0.5520361	0.5009768	0.0947370	0.6978603	0.0243800	0.7504453	0.6804653	0.4592263	0.0555204	0.5329575	0.3992104	0.4380281	0.3838968	0.6554924	0.6379922	0.6321964	0.6979403	0.7987789	0.7474518	0.3992368	0.6918864	0.5810584	0.6414460	0.7682556	0.5883641	0.5520504	0.5536162	0.3091554	0.4890661	0.7334698	0.4361723	0.1167623	0.6255911	0.2629017	0.1236234	0.5680386	0.5884389	0.5011530	0.6370791	0.6262386	0.2098619	0.3302758	0.4125645	0.0645233	0.6201698
800	0.6282257	0.6576139	0.0327216	0.0286755	0.3354842	0.0939640	0.1854373	0.0724072	0.4393001	0.3256681	0.5568310	0.3087439	0.3851990	0.0444351	0.4007663	0.0243530	0.3792471	0.6363284	0.4738247	0.6514678	0.0887932	0.7211273	0.0371918	0.0513046	0.2577525	0.2158267	0.5597739	0.1372087	0.7360826	0.1451059	0.3322946	0.7701454	0.5208135	0.4554279	0.2818770	0.7527686	0.6076333	0.1090055	0.2185697	0.6902928	0.3314834	0.6796745	0.3884189	0.2287522	0.7294714	0.2255393	0.2819912	0.3669447	0.2695444	0.5415261	0.2930066	0.5826536	0.2756850	0.5390181	0.0167563	0.3673963	0.0433526	0.3114596	0.3380388	0.6251610	0.2644156	0.0772423	0.1506457	0.0696356	0.0417101	0.0240618	0.0812530	0.6431664	0.2295534	0.6039420	0.4539933	0.3964691	0.4758427	0.1011859	0.5763407	0.2994393	0.1363338	0.2364945	0.1737818	0.2115074	0.6578144	0.7358628	0.8115004	0.5926719	0.6301216	0.6698939	0.0803845	0.0708430	0.4898637	0.1820908	0.3933435	0.3378019	0.6394121	0.3560849	0.1441508	0.6455154	0.1580606	0.6501640	0.7230445	0.5862773	0.0111656	0.4550294	0.5010481	0.0225993	0.7006726	0.3097593	0.4139225	0.6106596	0.3021431	0.0096455	0.4075496	0.6990565	0.6260291	0.5312596	0.7328463	0.5789973	0.5858859	0.0640053	0.6394634	0.0618106	0.7523573	0.5932412	0.3253230	0.0529854	0.6371675	0.3863903	0.4824778	0.5190693	0.7566828	0.5247825	0.7276234	0.5342216	0.6946048	0.6502700	0.3795538	0.6963077	0.5799254	0.6192007	0.8305519	0.5932691	0.5864938	0.7077763	0.3458584	0.6116502	0.7758868	0.5573325	0.1979700	0.6639509	0.2750024	0.0872094	0.5724257	0.5459834	0.5430349	0.7109089	0.6219769	0.1992249	0.4241451	0.3627260	0.0096258	0.6195276
850	0.7603533	0.7079541	0.0220633	0.0242054	0.2891139	0.0758214	0.1619877	0.1314682	0.5044709	0.3086074	0.7292002	0.2858820	0.3149440	0.0586327	0.3639582	0.0090404	0.4524625	0.5963231	0.4701104	0.8170552	0.0438169	0.6860285	0.0272112	0.0817113	0.3332384	0.2447304	0.6842878	0.1721192	0.7042695	0.1374692	0.3369765	0.6112848	0.4482573	0.3247885	0.2570227	0.6744327	0.6295578	0.0927410	0.1687898	0.7114766	0.3821840	0.7761312	0.3943357	0.3053446	0.6903326	0.2991541	0.4004869	0.4045855	0.2676841	0.4742751	0.2640484	0.6392569	0.2564550	0.7170608	0.0105236	0.3742749	0.0608138	0.2091862	0.4371792	0.7802739	0.2333774	0.0979353	0.1701785	0.0891179	0.0291660	0.0210145	0.1179150	0.5914363	0.2545366	0.6152569	0.4201111	0.4531674	0.3917510	0.0984126	0.5195963	0.2363328	0.1616615	0.3759668	0.2038658	0.2343716	0.6330524	0.6266283	0.7745480	0.6174098	0.5507731	0.6239061	0.0500582	0.0792455	0.5576671	0.1961175	0.4649146	0.3246649	0.6581386	0.3278392	0.1297628	0.6055184	0.2181132	0.4922061	0.6503189	0.6546378	0.0037092	0.4867033	0.4246048	0.0229093	0.6999250	0.3079468	0.3676273	0.6516405	0.2674834	0.0200946	0.3664948	0.6902406	0.5689119	0.4582619	0.7804301	0.5745171	0.5400687	0.1067914	0.6670985	0.0208608	0.8142182	0.5961360	0.2379301	0.0885691	0.4838774	0.3929556	0.5140960	0.4650908	0.5651088	0.6821684	0.6186841	0.5556725	0.6646600	0.6159745	0.3191025	0.5870009	0.5343955	0.6809414	0.8113325	0.5928307	0.5053776	0.5362291	0.2969648	0.5952226	0.7264769	0.5754121	0.1125514	0.5671373	0.3415092	0.1321221	0.6412195	0.5195148	0.4898693	0.7217247	0.7110989	0.2232962	0.4488524	0.3711439	0.0338438	0.5516229
900	0.7445952	0.6998912	0.0330203	0.0063591	0.3628678	0.0622744	0.1337183	0.0755348	0.5180535	0.3085087	0.5532208	0.3189988	0.4792385	0.0892548	0.3179020	0.0154383	0.4245490	0.5438052	0.4622773	0.6805123	0.0586451	0.7200963	0.0434559	0.0919126	0.2618926	0.2106227	0.6422226	0.1248436	0.5929211	0.1024787	0.3424554	0.7700389	0.4840069	0.3239313	0.2597253	0.5732262	0.5873114	0.1213387	0.2519138	0.5979934	0.3303461	0.6750079	0.3458648	0.2602524	0.5598858	0.1555768	0.2745522	0.4344483	0.2485251	0.5158998	0.3155494	0.6752648	0.2749681	0.5948690	0.0191688	0.3596282	0.0857486	0.1820969	0.3582156	0.6710524	0.2785393	0.1221275	0.1477303	0.0861758	0.0547044	0.0555037	0.1014447	0.5188647	0.2906872	0.7034212	0.3320608	0.4835992	0.3026842	0.0979007	0.6063161	0.2287999	0.1323713	0.2456351	0.1740160	0.2797042	0.7284865	0.6911631	0.6522293	0.7224999	0.6306818	0.7024782	0.0784442	0.0536657	0.3986865	0.2243557	0.4912816	0.4092691	0.7052807	0.4272463	0.1343817	0.6017526	0.1535747	0.6078617	0.7803356	0.7783491	0.0113404	0.4118493	0.4597402	0.0659417	0.7263402	0.3669898	0.4381285	0.5874859	0.2904174	0.0167081	0.4206759	0.6588656	0.6298720	0.5992310	0.6538533	0.6329444	0.5829658	0.0748638	0.7814010	0.0520856	0.7184362	0.5474754	0.2673705	0.0623962	0.5090545	0.4606033	0.4881741	0.4882969	0.5206403	0.4962297	0.6979106	0.7387464	0.6887844	0.6650782	0.4931629	0.7016995	0.4697622	0.7209095	0.6275728	0.7432540	0.4297726	0.7473807	0.3543329	0.5865681	0.7241144	0.4300117	0.1603642	0.6590978	0.2905308	0.1180903	0.4692340	0.5489505	0.6149472	0.7468053	0.8116867	0.1430485	0.3543796	0.4931183	0.0458421	0.7342960
950	0.6777924	0.6057745	0.0451568	0.0150361	0.3329777	0.0886825	0.2072638	0.0467210	0.5053488	0.2639504	0.5803702	0.4228855	0.3948370	0.0606285	0.2819826	0.0385845	0.3822536	0.5439065	0.5673027	0.6387578	0.0704298	0.6950444	0.0267341	0.0876501	0.2549350	0.1735370	0.6669869	0.1374360	0.6804313	0.1094665	0.3676671	0.6416386	0.3689681	0.3488588	0.3282270	0.6351156	0.5804618	0.1163528	0.2939353	0.5825128	0.4030423	0.5544478	0.3504998	0.2710532	0.6534831	0.1704701	0.2961331	0.3220221	0.1646215	0.3632802	0.2228925	0.5736220	0.2207525	0.5851535	0.0132697	0.4774308	0.0601476	0.1713794	0.3576846	0.5581732	0.2584211	0.1498772	0.1140080	0.0841002	0.0614574	0.0301969	0.1305656	0.7210968	0.1709143	0.5345585	0.3394707	0.5403093	0.3765509	0.1441473	0.5696570	0.3162704	0.1713893	0.2233856	0.1857247	0.2037168	0.8368461	0.8081858	0.7895383	0.5686235	0.4957182	0.5839235	0.0809914	0.0410667	0.4762437	0.2348400	0.3294804	0.5482644	0.6811527	0.5507358	0.1782898	0.7163852	0.2372507	0.6494662	0.7973121	0.6625185	0.0099521	0.3781683	0.4000178	0.0437532	0.6809258	0.3053995	0.5009228	0.6061529	0.2733373	0.0168127	0.3457856	0.6457083	0.6890958	0.5202974	0.8050916	0.6423877	0.5780652	0.1041541	0.7152552	0.0361225	0.6630992	0.6171479	0.3515449	0.0831103	0.5719600	0.3499356	0.4067262	0.4518116	0.6882271	0.6076012	0.7742639	0.5797254	0.7177055	0.7070634	0.3543683	0.5917143	0.5307327	0.6894869	0.7896877	0.7855774	0.3916097	0.5896095	0.2418460	0.5751346	0.6827832	0.4555594	0.1264454	0.7626229	0.4524458	0.2479396	0.6534495	0.4821613	0.5614490	0.6682441	0.7301467	0.1305749	0.3404261	0.3807857	0.0314742	0.5923642
1000	0.5361584	0.5898128	0.0585323	0.0177894	0.3902581	0.0868659	0.2331733	0.0516442	0.6572905	0.3134065	0.5523236	0.3962590	0.3058157	0.0408868	0.4266101	0.0150172	0.4192399	0.6562630	0.6152167	0.7299031	0.0621189	0.5581406	0.0262569	0.0830369	0.2742467	0.2137493	0.6770327	0.1297815	0.6213958	0.1605917	0.3340610	0.7076582	0.4413454	0.3950945	0.4080614	0.5877568	0.5113557	0.0904073	0.2352655	0.6798550	0.3209578	0.6697432	0.3146559	0.2135143	0.5911135	0.2770807	0.2861103	0.3786447	0.2138195	0.5110962	0.3197740	0.6342243	0.2712096	0.5733791	0.0104154	0.5554417	0.0635994	0.2041946	0.4154953	0.6551635	0.3517519	0.0810706	0.1567106	0.0706056	0.0280672	0.0323789	0.0998058	0.7197048	0.2015661	0.5022649	0.4018802	0.3960851	0.3932986	0.0983295	0.5442178	0.2951401	0.1616463	0.2903138	0.2447300	0.1901257	0.7288615	0.6813958	0.7729023	0.5787250	0.4290260	0.5585692	0.0726510	0.0576250	0.5158591	0.2769774	0.3162126	0.3629716	0.6419858	0.3265314	0.2045246	0.5048636	0.1210160	0.6624459	0.6437749	0.5925777	0.0241314	0.3783932	0.2953701	0.0131451	0.6750299	0.3600674	0.3894666	0.6880780	0.3251096	0.0128578	0.5193244	0.7777213	0.6263416	0.4779248	0.7690971	0.6834460	0.5636576	0.1711762	0.6819319	0.0407452	0.6993123	0.5115651	0.3171661	0.0727941	0.4771778	0.3323099	0.3975801	0.3890299	0.5795296	0.5849688	0.7369166	0.6383575	0.5717266	0.6528901	0.3418415	0.5756292	0.5487322	0.6397977	0.8164769	0.6736642	0.4465086	0.6958187	0.3214918	0.5580736	0.6277754	0.4536449	0.0916427	0.7881581	0.3091314	0.1251488	0.4719619	0.3973892	0.5148562	0.7247762	0.8724847	0.1614593	0.2572500	0.3402354	0.0180994	0.5351024

0	0.6878308	0.5719349	0.0219147	0.0271106	0.3382528	0.0644324	0.1977208	0.0804172	0.4782553	0.3516191	0.5025473	0.3097757	0.3850640	0.0618592	0.3774821	0.0176798	0.3923552	0.5678276	0.5536016	0.6825713	0.0611881	0.8506039	0.0321539	0.1339006	0.2138738	0.2235062	0.8096192	0.1039007	0.6264277	0.1196840	0.3983462	0.7034583	0.5544203	0.4653515	0.2520655	0.6203702	0.5082442	0.1257830	0.2602642	0.7230999	0.4187007	0.7066713	0.3586271	0.3026944	0.7169938	0.2068328	0.2700986	0.3640175	0.2166168	0.4965258	0.2283324	0.5400544	0.3029211	0.5120563	0.0096806	0.4561539	0.0411365	0.2906881	0.4740156	0.6872199	0.2878815	0.1136264	0.1272511	0.1157068	0.0630502	0.0589048	0.1136054	0.6488661	0.2504402	0.5092140	0.4321987	0.3918627	0.4265072	0.0841166	0.5817010	0.2233436	0.2137875	0.2455252	0.2311764	0.1860401	0.7784930	0.7328023	0.5765740	0.6564509	0.5697809	0.6594962	0.0728925	0.0478109	0.4619015	0.2608455	0.3836209	0.4650941	0.5343069	0.4466680	0.1693450	0.6160352	0.1648038	0.6396854	0.6806250	0.8041526	0.0307936	0.4657368	0.4007763	0.0270613	0.6838724	0.4066133	0.4205289	0.6124928	0.2500801	0.0172017	0.4646487	0.7433281	0.7339096	0.6781116	0.7365327	0.6467676	0.4700025	0.0986252	0.6359610	0.0484350	0.6685615	0.6880382	0.3485495	0.0820034	0.6868676	0.3628141	0.5502358	0.4766808	0.5462476	0.6670669	0.6124359	0.7396039	0.6406487	0.8065163	0.4892914	0.7423509	0.6289437	0.5343735	0.7176409	0.7779871	0.5157763	0.7079346	0.4159762	0.6626288	0.6190396	0.4411650	0.1602621	0.7071754	0.3114821	0.1073876	0.5315482	0.6888600	0.4981296	0.7219666	0.7114923	0.2230396	0.4197519	0.4323142	0.0370991	0.5155437
50	0.6743419	0.8122691	0.0602678	0.0145456	0.3267183	0.0683641	0.0641661	0.0484500	0.6003718	0.2763560	0.6545572	0.2914234	0.3148276	0.0584414	0.2768649	0.0349952	0.4381612	0.5549932	0.5571912	0.5696071	0.0244260	0.8102226	0.0201128	0.0978747	0.1471928	0.2136968	0.6335424	0.1350416	0.6238320	0.0954384	0.5281173	0.5983913	0.4802005	0.3344274	0.5042482	0.6952896	0.5073335	0.0995740	0.2563121	0.6927486	0.2459995	0.3527242	0.3055598	0.1498408	0.6300206	0.2061491	0.1440496	0.4593494	0.4048810	0.4943688	0.2555821	0.2341842	0.1613911	0.5716119	0.0081927	0.2502643	0.0759123	0.0590386	0.4648844	0.7241165	0.3854118	0.0872112	0.1177807	0.0447283	0.0040775	0.0121730	0.2622139	0.7169550	0.2650519	0.5631897	0.3030020	0.4328530	0.4273015	0.0593720	0.5784190	0.1796760	0.0297799	0.1197559	0.0380979	0.1553361	0.7076896	0.7245561	0.6581570	0.6368904	0.5715429	0.6584101	0.0292105	0.1703068	0.8252912	0.2152329	0.4237674	0.3321131	0.6807814	0.2708015	0.1922119	0.5715583	0.1245415	0.7199850	0.6746011	0.6198105	0.0109646	0.5239268	0.3894785	0.0110909	0.7794417	0.5482863	0.3580762	0.6519945	0.1647461	0.0129362	0.4118341	0.6490224	0.7014741	0.5003845	0.7948569	0.6330256	0.7078977	0.0060456	0.6084511	0.0318328	0.6941973	0.5554949	0.3606349	0.0244982	0.6943990	0.4418699	0.6566188	0.5809230	0.6542073	0.6355841	0.6470432	0.5710360	0.6535802	0.7027059	0.4331544	0.5544568	0.6566268	0.7328625	0.7262935	0.7197354	0.4892575	0.6763348	0.3739039	0.6725607	0.6494903	0.4881869	0.0468841	0.7110139	0.4669847	0.1295248	0.5718466	0.6045695	0.5454722	0.7653702	0.8075192	0.2060026	0.4191887	0.2544846	0.0398928	0.5338743
