"Time"	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80
0	0.0985599	0.7473176	0.3080308	0.7983589	0.0116583	0.0584199	0.0839477	0.7834567	0.0628160	0.0001023	0.3677810	0.1627595	0.0180917	0.2516536	0.4356379	0.6401902	0.4177717	0.2594378	0.0186855	0.0840853	0.1692957	0.4391757	0.4994211	0.1996338	0.6528121	0.0570442	0.3944216	0.2382320	0.0355730	0.0117379	0.1904693	0.6300260	0.1663989	0.8322393	0.1260390	0.0045383	0.2322642	0.1243063	0.1644678	0.1479248	0.4003183	0.6342985	0.4148099	0.4540340	0.2389931	0.1364956	0.5393373	0.6939378	0.3934965	0.0021942	0.6811692	0.6733514	0.3293397	0.6310292	0.1629339	0.4127864	0.2032005	0.6952127	0.3103176	0.7052517	0.3103925	0.7982523	0.0329735	0.6645660	0.5340893	0.5624923	0.8332110	0.3744649	0.6317333	0.9246936	0.5529664	0.7097528	0.7430873	0.5844857	0.4234717	0.6647140	0.2810078	0.6664361	0.0808428	0.4293975
50	0.0593250	0.6794381	0.0723847	0.6730271	0.0499883	0.0115635	0.0186050	0.7327270	0.0663794	0.0000404	0.2810715	0.1624078	0.0272262	0.2299298	0.3081975	0.6025817	0.2418928	0.2575048	0.0079216	0.0812749	0.0704761	0.2884159	0.5779376	0.1068877	0.7126837	0.0174913	0.2793773	0.1513905	0.0340888	0.0287122	0.1439210	0.5887454	0.0965546	0.6555197	0.0604889	0.0037444	0.2481605	0.1409062	0.1740909	0.1396201	0.4596141	0.3930742	0.3759218	0.6117622	0.3019353	0.1867246	0.5423914	0.5725105	0.3589856	0.0000000	0.5813333	0.3484442	0.3557518	0.6510348	0.1432118	0.3420668	0.1678532	0.6593660	0.2934982	0.7008012	0.1332494	0.7038187	0.0667008	0.6847654	0.4713444	0.4649320	0.2886577	0.3654655	0.6455030	0.0993669	0.4159948	0.5533877	0.5797642	0.5704164	0.4730733	0.7179139	0.2416255	0.6640746	0.0392400	0.3747845
100	0.0931428	0.6963832	0.0258473	0.6712182	0.0277459	0.0095712	0.0346490	0.6753111	0.0666085	0.0008720	0.2753061	0.1304987	0.0124410	0.2742259	0.3104160	0.6394890	0.1661672	0.2008710	0.0239021	0.0749066	0.0696448	0.4425718	0.6001563	0.1131533	0.7894170	0.0181530	0.3080760	0.1457638	0.0307862	0.0066595	0.1425870	0.7093032	0.1046772	0.6616369	0.1270579	0.0000020	0.2227494	0.1423568	0.1833741	0.1019147	0.4207856	0.1550562	0.2132016	0.6768695	0.2956405	0.2046450	0.4894210	0.5392595	0.3448976	0.0025262	0.5017868	0.2663451	0.2685172	0.7697840	0.0755438	0.4099168	0.4271013	0.5878301	0.2898540	0.6475072	0.0728240	0.7490566	0.0824876	0.6849158	0.4774944	0.4149656	0.1809081	0.2867469	0.6344668	0.0337840	0.5351344	0.5229929	0.5495383	0.6317778	0.4623498	0.5848317	0.1844467	0.7308750	0.0335897	0.3031349
150	0.0580729	0.8098619	0.0317119	0.7407029	0.0238952	0.0008495	0.0375483	0.6444906	0.0597771	0.0024107	0.3112083	0.1686766	0.0112302	0.3556378	0.3466618	0.5031642	0.2456430	0.2490018	0.0288000	0.1366485	0.0632507	0.3924682	0.4650871	0.1028473	0.8893469	0.0049583	0.2878384	0.2035321	0.0289494	0.0099578	0.1684352	0.4620909	0.1455172	0.7349809	0.1052780	0.0002510	0.2336114	0.1221467	0.1707196	0.1648772	0.2616373	0.0385789	0.0762288	0.5559077	0.2715738	0.3164850	0.5748693	0.4223231	0.3059438	0.0001543	0.2347557	0.2690777	0.2880899	0.6979346	0.0492268	0.3709665	0.5948375	0.5933970	0.3038032	0.7097267	0.0509207	0.7004762	0.0532679	0.4141109	0.4471171	0.3335194	0.1786114	0.2799972	0.3800013	0.0046077	0.5573379	0.4055875	0.3613254	0.5710345	0.4038873	0.4896119	0.0911143	0.7246514	0.0485282	0.1843372
200	0.1383354	0.7649543	0.0160364	0.6570217	0.0223458	0.0039676	0.0545426	0.7137607	0.0888186	0.0017864	0.2709313	0.1611643	0.0176102	0.2698033	0.3372745	0.5474425	0.1598698	0.2209888	0.0049948	0.1116461	0.1281968	0.3353276	0.5646034	0.1215709	0.7249330	0.0100915	0.2359952	0.1977788	0.0383817	0.0173002	0.1717969	0.2869309	0.1342026	0.5962312	0.0656519	0.0001197	0.1762628	0.1370980	0.1353872	0.1920241	0.2930381	0.0430462	0.0264502	0.6898248	0.3665636	0.3348739	0.4350679	0.4162844	0.2565205	0.0014506	0.1426498	0.2658298	0.2529564	0.7563664	0.0314608	0.3519390	0.5586508	0.6928580	0.2809034	0.6876491	0.0193049	0.6721868	0.0698448	0.3539983	0.5436907	0.2293722	0.2248277	0.2152757	0.3057723	0.0017243	0.4063982	0.3815110	0.2337877	0.5701737	0.2571555	0.4610960	0.0728461	0.4111305	0.2209586	0.1512396
250	0.0594315	0.7099962	0.0212479	0.6171653	0.0496090	0.0063008	0.0427438	0.6457054	0.0304673	0.0000152	0.3133592	0.1166051	0.0233650	0.2593736	0.3415669	0.6842386	0.1446344	0.2528054	0.0169152	0.1044997	0.0892970	0.4036467	0.6272349	0.1273034	0.6500550	0.0233635	0.2305457	0.1973510	0.0420418	0.0245055	0.2337903	0.0742466	0.1400179	0.6651001	0.1709021	0.0000897	0.2235938	0.1296766	0.1735692	0.1064354	0.2659676	0.0611742	0.0151353	0.6709269	0.3138724	0.3552296	0.4166039	0.4620568	0.2953356	0.0009390	0.1364014	0.1722893	0.2243616	0.6136588	0.0295960	0.3817205	0.5495624	0.4550309	0.2159061	0.7194101	0.0197530	0.6578531	0.0387592	0.3086073	0.5831982	0.1148860	0.1670525	0.1589696	0.3684041	0.0009797	0.4885909	0.3565698	0.1661322	0.5282105	0.2077891	0.6059785	0.0355697	0.1707520	0.4763816	0.0897115
300	0.0590627	0.8117145	0.0121759	0.6202441	0.0119161	0.0014108	0.0584637	0.7285307	0.0302960	0.0007227	0.4159789	0.1449021	0.0173466	0.3175408	0.3352535	0.5923982	0.1634578	0.2178666	0.0302226	0.1267859	0.0855309	0.4046394	0.6875843	0.1048183	0.6776366	0.0128819	0.2803721	0.1866497	0.0423837	0.0111170	0.1533425	0.0617142	0.1523306	0.7490782	0.1368544	0.0000000	0.1935219	0.1152432	0.1624575	0.1078980	0.2351443	0.0129847	0.0102765	0.6096496	0.3268867	0.4867035	0.4232737	0.4716656	0.2804842	0.0005276	0.0555551	0.2159285	0.2950382	0.7203332	0.0309720	0.3082671	0.3969624	0.5503858	0.1929181	0.7571901	0.0155232	0.5801238	0.0322274	0.3241062	0.4242782	0.0507762	0.1914417	0.1707234	0.3869085	0.0030542	0.4274270	0.4071181	0.1394017	0.7723878	0.1521885	0.5171794	0.0661889	0.0577783	0.5237313	0.0570711
350	0.0928841	0.6511915	0.0362723	0.8136469	0.0270500	0.0021902	0.0370311	0.8308338	0.0593694	0.0006760	0.3753419	0.1930396	0.0196982	0.3684381	0.3641719	0.5697146	0.2045821	0.2897021	0.0117091	0.0611548	0.0977424	0.4259671	0.5912890	0.1186224	0.6496362	0.0066758	0.2568613	0.2117089	0.0653287	0.0063160	0.1744685	0.0428081	0.1260951	0.7958069	0.0945946	0.0000097	0.2505571	0.1241166	0.2251941	0.1187158	0.3849819	0.0303110	0.0161946	0.5993196	0.4882686	0.4071937	0.3889000	0.4770786	0.2657970	0.0005817	0.0353818	0.2700882	0.1958498	0.6769462	0.0481854	0.3622533	0.1506232	0.6364596	0.2003031	0.8153922	0.0112703	0.6165935	0.0584808	0.2724408	0.4530120	0.0970742	0.1333364	0.1174022	0.3643602	0.0002440	0.3868382	0.2756641	0.1255918	0.4852615	0.1543896	0.6331966	0.0593876	0.0132224	0.5929239	0.0778507
400	0.1047560	0.7465539	0.0218124	0.7417060	0.0265252	0.0006983	0.0232274	0.6396860	0.0630678	0.0006577	0.3544637	0.1321506	0.0206639	0.2947694	0.3444886	0.7237646	0.1744986	0.2466931	0.0196905	0.0712027	0.1338746	0.4413048	0.5425893	0.1619746	0.7176481	0.0082929	0.2406875	0.1566655	0.0354384	0.0041604	0.1783358	0.0239482	0.1052798	0.7052787	0.0951716	0.0000000	0.2552667	0.0712206	0.1898196	0.0935548	0.3009947	0.0206353	0.0344235	0.6209698	0.3618993	0.4799206	0.3102071	0.4309327	0.1950346	0.0024424	0.0162789	0.1896143	0.2099695	0.7791751	0.0310209	0.3897285	0.0717697	0.5938273	0.2236539	0.6992385	0.0048254	0.5449132	0.0521640	0.2923027	0.3451373	0.0768161	0.1314308	0.1614110	0.3252683	0.0005818	0.4063613	0.2587228	0.1462027	0.6285558	0.1588584	0.5487709	0.0458872	0.0356486	0.7960323	0.1124181
450	0.0672971	0.7597752	0.0199446	0.6591571	0.0149154	0.0008887	0.0252634	0.6755096	0.0580818	0.0016592	0.2972555	0.2052751	0.0252694	0.2715508	0.3504428	0.5810771	0.1497496	0.2629674	0.0154105	0.0861141	0.0833776	0.4512599	0.5872224	0.1598555	0.7229449	0.0198798	0.2819228	0.1923566	0.0980628	0.0102976	0.1327902	0.0368183	0.0684349	0.6579911	0.1352324	0.0000000	0.3034621	0.1527431	0.2431078	0.1278953	0.2741138	0.0368683	0.0175322	0.7289894	0.3530057	0.3858417	0.2666194	0.5237893	0.1934170	0.0003580	0.0439194	0.2057203	0.2382169	0.6968411	0.0315451	0.4035496	0.1238423	0.5542899	0.1923189	0.8237963	0.0172854	0.5591723	0.0322839	0.3030291	0.3033189	0.0635146	0.1907499	0.1339869	0.3707596	0.0042795	0.5278358	0.2653377	0.1767050	0.6197333	0.1973219	0.5331627	0.0261253	0.0094549	0.6539732	0.1091951
500	0.0669657	0.7070052	0.0204699	0.7293652	0.0065974	0.0051675	0.0288154	0.5997429	0.0483800	0.0000000	0.2794050	0.1448356	0.0108147	0.2294362	0.2878653	0.5943033	0.1659003	0.3713211	0.0219641	0.1373381	0.1104034	0.3286439	0.5044841	0.1440471	0.7245152	0.0099293	0.4128169	0.2511736	0.0355597	0.0182834	0.2187628	0.0780110	0.1423464	0.5943885	0.1119704	0.0000268	0.3198597	0.1021651	0.2035279	0.2484773	0.2191521	0.0206640	0.0129532	0.5911067	0.3845998	0.3868301	0.3293699	0.4334935	0.1764020	0.0006929	0.0292114	0.2497805	0.1914136	0.7084849	0.0244617	0.4553855	0.2150672	0.5899308	0.2030910	0.8091543	0.0568980	0.5253521	0.0251881	0.4095233	0.3305379	0.0863443	0.2207630	0.2621373	0.3909013	0.0007473	0.3960839	0.3619960	0.1026711	0.5789127	0.1689168	0.4294908	0.0546082	0.0121922	0.6399293	0.0815960
550	0.0626231	0.6484791	0.2008665	0.6963148	0.0236381	0.0130731	0.0652591	0.7528543	0.0839564	0.0005499	0.3763636	0.1465539	0.0271552	0.2195040	0.3281063	0.5599004	0.2601471	0.3230146	0.0108600	0.1061447	0.1252268	0.4183575	0.5353427	0.1198210	0.7136569	0.0470876	0.2553649	0.2400673	0.0247668	0.0090311	0.2119134	0.1655019	0.1233500	0.7079148	0.1345496	0.0005838	0.2838823	0.1048895	0.1579278	0.1707260	0.2175937	0.5227111	0.0099580	0.4157863	0.3221737	0.3749591	0.3195942	0.5518326	0.1565797	0.0001778	0.0465118	0.4540236	0.2049363	0.7889369	0.0378029	0.5044002	0.5223440	0.5691187	0.1354936	0.8026329	0.1117066	0.5746892	0.0414221	0.3333685	0.4117017	0.1866638	0.6254864	0.2401138	0.3406161	0.5824106	0.4619710	0.4182179	0.2399459	0.4836945	0.3187721	0.5097364	0.0183564	0.3855586	0.0659551	0.1171430
600	0.0803233	0.7562739	0.2631084	0.7689117	0.0431893	0.0501404	0.0462199	0.7508911	0.0858037	0.0000000	0.3550861	0.1336433	0.0081407	0.2855718	0.3033010	0.7229442	0.3382825	0.1918257	0.0162279	0.1391609	0.1118815	0.2927039	0.6117339	0.1300900	0.7492185	0.0230348	0.2510620	0.2148000	0.0168454	0.0123788	0.2237802	0.3865861	0.1484177	0.6891162	0.0735231	0.0011216	0.2965317	0.0807102	0.1812107	0.1521609	0.3598662	0.6044370	0.0891118	0.3557964	0.2668456	0.3084441	0.4421527	0.6867427	0.2866547	0.0014390	0.3078689	0.6061346	0.3252594	0.6678275	0.0603123	0.4139930	0.4220601	0.6117565	0.2418235	0.6369242	0.2176431	0.5593586	0.0842267	0.5447308	0.6171005	0.3343168	0.7942320	0.3127844	0.4781359	0.7364791	0.4346225	0.5032757	0.4870979	0.5574284	0.4234013	0.6730107	0.1307287	0.5061991	0.0413214	0.1566198
650	0.0709082	0.7484147	0.2640885	0.9254526	0.0139995	0.0512723	0.0282579	0.7789665	0.0607051	0.0002652	0.3497093	0.2082848	0.0327008	0.2640633	0.3240024	0.7164675	0.3376647	0.1905962	0.0116603	0.0811658	0.0958583	0.4076055	0.5021609	0.1773060	0.7836228	0.0353208	0.2602481	0.1943340	0.0353601	0.0205106	0.1773809	0.5390604	0.1240014	0.7622779	0.1203656	0.0020727	0.2086777	0.1433218	0.1794756	0.0680379	0.3547842	0.6808322	0.2152485	0.3897119	0.1995096	0.1609499	0.6044973	0.6764647	0.3311511	0.0013511	0.3952249	0.7121034	0.2741837	0.7387538	0.1671385	0.3546682	0.3124780	0.7047263	0.3291522	0.6496878	0.2772071	0.7085674	0.0454167	0.5612020	0.5290929	0.4200101	0.7696470	0.3802325	0.6304566	0.7674871	0.4448903	0.5711309	0.5121727	0.5886422	0.4096502	0.6971081	0.1708145	0.5401760	0.0286715	0.2579332
700	0.0946329	0.7106823	0.2873540	0.8694740	0.0225999	0.0422686	0.0430566	0.7426628	0.0553966	0.0007307	0.3155185	0.1084863	0.0264884	0.2261402	0.2261883	0.8757663	0.2645384	0.2436758	0.0269049	0.1208756	0.0444805	0.4540159	0.5356367	0.1981094	0.6888877	0.0317567	0.1847770	0.1838442	0.0337880	0.0132948	0.1987071	0.5663599	0.1336823	0.6626692	0.1060727	0.0009369	0.2448382	0.1537911	0.1873623	0.0717081	0.4629777	0.7719694	0.5041021	0.4686406	0.2710422	0.1233432	0.6208881	0.7537457	0.3577684	0.0000711	0.5760565	0.6767324	0.3287942	0.6544955	0.1660527	0.4455799	0.1983400	0.6453227	0.4239886	0.7205365	0.2984280	0.7483586	0.0279830	0.6194926	0.5350805	0.4781212	0.7270817	0.4516755	0.9329015	0.7155945	0.4109447	0.5262046	0.5600707	0.6108816	0.3585717	0.6693027	0.2639599	0.6339232	0.0866122	0.3456027
750	0.0868193	0.6969785	0.2531412	0.8078320	0.0362310	0.0724730	0.0462999	0.6630226	0.0593119	0.0006940	0.3429866	0.2304376	0.0255410	0.2221711	0.3813310	0.6496060	0.3515296	0.2914957	0.0104142	0.0888893	0.0957411	0.4044971	0.6610487	0.1279973	0.7914901	0.0307070	0.2477303	0.2563118	0.0176690	0.0049751	0.1831128	0.6643996	0.1365599	0.8180688	0.1148392	0.0024224	0.2360465	0.1339873	0.2177679	0.1297520	0.4225889	0.7004376	0.4121764	0.4602350	0.2877170	0.1928596	0.6408663	0.6867523	0.5201643	0.0046628	0.6321209	0.6911507	0.4444071	0.6467425	0.2081167	0.3904097	0.1559735	0.6038013	0.4218564	0.6929462	0.1943446	0.6454111	0.0381883	0.6800283	0.5527814	0.5522395	0.7083315	0.4137561	0.7730985	0.5900454	0.5554513	0.5749827	0.6708776	0.7613970	0.4981395	0.6258182	0.3362943	0.6075842	0.0381888	0.5107378
800	0.0686057	0.7385998	0.3805463	0.7283104	0.0204006	0.0791337	0.0556682	0.7334267	0.0421134	0.0000684	0.3109902	0.1726742	0.0075191	0.2303810	0.4380850	0.5205631	0.3895747	0.2607998	0.0091146	0.1064115	0.1026026	0.4001542	0.5807709	0.2100379	0.7505111	0.0525590	0.2838393	0.3309296	0.0615719	0.0123796	0.1412294	0.5342663	0.1622448	0.7191101	0.1343961	0.0004849	0.2805834	0.1274371	0.1956757	0.1617385	0.4933872	0.7479660	0.4518831	0.4386543	0.2845313	0.1186354	0.5487263	0.8177662	0.4432284	0.0005114	0.6765291	0.7284078	0.3231254	0.7747184	0.2045595	0.3881907	0.1816573	0.5935422	0.2950154	0.8065647	0.2475690	0.6000994	0.0511028	0.5698434	0.6242227	0.5852776	0.6391775	0.3884356	0.8664592	0.6860388	0.4942330	0.5374521	0.5976242	0.5966729	0.3793623	0.5620770	0.2917489	0.6530735	0.0255138	0.4588529
850	0.0672285	0.6566317	0.3795379	0.7108410	0.0289084	0.0694926	0.0409172	0.6614950	0.0800879	0.0001826	0.3650331	0.2022560	0.0046892	0.2555977	0.3545867	0.5868471	0.4021648	0.2767153	0.0152924	0.1049903	0.0921281	0.3738249	0.5665392	0.1346690	0.7064187	0.0693273	0.2401744	0.2175022	0.0214602	0.0153545	0.1975670	0.5539042	0.1481402	0.7809323	0.1358512	0.0034487	0.1994429	0.1640199	0.2226592	0.1513686	0.5388369	0.7314815	0.4730310	0.4376671	0.2339456	0.0814706	0.6115267	0.7295619	0.4454072	0.0040580	0.5426034	0.7175815	0.2793671	0.7161512	0.1972623	0.3076924	0.1431958	0.6219186	0.3143573	0.6783009	0.1775576	0.5956578	0.0211948	0.6272322	0.5924779	0.5274912	0.7308431	0.3925414	0.6563252	0.6276588	0.4941791	0.5789383	0.6681942	0.5842276	0.4844248	0.6461204	0.2314708	0.6166017	0.0284231	0.5011534
900	0.0880257	0.7139084	0.2845845	0.8423714	0.0017655	0.0309110	0.0264717	0.5940768	0.0772651	0.0005210	0.2912153	0.2425220	0.0047600	0.2669228	0.3831703	0.6756723	0.3948912	0.2028259	0.0138446	0.0953477	0.1534739	0.3671828	0.5692019	0.1283588	0.6963754	0.0381947	0.2912712	0.2222643	0.0562337	0.0175672	0.1646329	0.5323627	0.1809585	0.6751955	0.1681977	0.0018583	0.2314683	0.1259285	0.2138660	0.1499887	0.5361794	0.7361529	0.4538239	0.5480012	0.2973097	0.1047630	0.6820340	0.7516662	0.3324149	0.0028066	0.6325133	0.7761639	0.3977219	0.7950833	0.2356645	0.4485022	0.1113399	0.7029442	0.3759553	0.6186080	0.2175951	0.6879923	0.0396054	0.7308965	0.5115894	0.6857587	0.6594118	0.3778461	0.7023609	0.7981255	0.4411857	0.5237055	0.6809935	0.5771593	0.4280632	0.6457973	0.2701801	0.7343329	0.0681865	0.4717937
950	0.0869752	0.7184579	0.3047775	0.7794059	0.0118432	0.0259884	0.0514209	0.7905308	0.0471002	0.0000000	0.3377963	0.1405552	0.0153926	0.2103575	0.3512458	0.6318837	0.4227384	0.2125044	0.0275454	0.1167285	0.0711352	0.3982993	0.5542390	0.1460736	0.7272347	0.0698380	0.3108092	0.1886719	0.0187260	0.0051762	0.1729281	0.5864888	0.1630395	0.6759872	0.0697900	0.0025214	0.2240579	0.1380601	0.2075619	0.1680894	0.3996159	0.7702235	0.5999981	0.4710841	0.3272394	0.1225430	0.5332474	0.7986166	0.3310409	0.0008469	0.6470334	0.6318628	0.3421789	0.7496261	0.2104955	0.4521815	0.1308752	0.6215968	0.2934212	0.7356627	0.2138291	0.5885564	0.0504408	0.5949970	0.5391794	0.5398207	0.7091401	0.4387979	0.7879942	0.6417348	0.4984275	0.4367461	0.6417801	0.6148493	0.4978513	0.7482800	0.3482581	0.6711325	0.0414491	0.3855144
1000	0.0680212	0.7109547	0.2826103	0.6737481	0.0171413	0.0512409	0.0437040	0.7751869	0.0549321	0.0002101	0.3409626	0.1138229	0.0082445	0.2523344	0.3755678	0.5744179	0.4288369	0.2267104	0.0361846	0.0889168	0.1017718	0.4064438	0.5755331	0.1034666	0.6563809	0.0488149	0.2149959	0.2564614	0.0349426	0.0062256	0.1331813	0.6044043	0.1884056	0.6480859	0.1157187	0.0000000	0.2448999	0.1290756	0.1496972	0.0886872	0.4294136	0.6637964	0.5062764	0.4881668	0.2953374	0.1214178	0.5007410	0.6467796	0.3685179	0.0000000	0.7309806	0.6982622	0.3309664	0.8808552	0.2054060	0.3311178	0.1099857	0.5304563	0.2939496	0.7067567	0.2534073	0.5962556	0.0449935	0.6007803	0.6072106	0.5149304	0.7470091	0.4374924	0.5736308	0.6541283	0.4671207	0.6441312	0.5921850	0.4835349	0.5341516	0.6691808	0.3445706	0.7374699	0.0461576	0.4724375

0	0.0850269	0.6799579	0.3110688	0.8068085	0.0074612	0.0714399	0.0486078	0.8447842	0.0926279	0.0002763	0.4145559	0.2156142	0.0204031	0.3706427	0.4214973	0.5216526	0.3887046	0.2248854	0.0245153	0.1115648	0.1908764	0.3739333	0.5307968	0.1790414	0.7904257	0.0313914	0.4511971	0.3423772	0.0253974	0.0391387	0.2408314	0.6625516	0.1730820	0.7444747	0.1460259	0.0006020	0.2978500	0.1446306	0.1966189	0.1443219	0.3369287	0.7239771	0.4282464	0.3019328	0.3363435	0.1170355	0.5402809	0.6867887	0.4119719	0.0012725	0.6035825	0.6380974	0.3990214	0.7324235	0.1750946	0.4563807	0.1930659	0.6800358	0.3546048	0.8534129	0.2163469	0.6953272	0.0437312	0.6949583	0.4813087	0.5235115	0.6733777	0.4234864	0.7097962	0.7132464	0.4661020	0.5719661	0.7101126	0.4792343	0.3953672	0.6632376	0.2560095	0.6815499	0.0465519	0.4827238
50	0.0930372	0.8081218	0.0684086	0.8178256	0.0065109	0.0184401	0.0447992	0.3015895	0.0430146	0.0000000	0.3662909	0.1669864	0.0097609	0.1692540	0.4975967	0.5893114	0.3254575	0.2850837	0.0228720	0.1205440	0.0282848	0.2725748	0.7550536	0.1387695	0.7115656	0.0197730	0.3104658	0.2960424	0.0393555	0.0449630	0.1755936	0.5659870	0.0398178	0.7155599	0.1356248	0.0000797	0.2821672	0.0484444	0.1554179	0.1249482	0.3862221	0.8574798	0.4091058	0.4852952	0.3256039	0.1241011	0.7497470	0.7580865	0.3413946	0.1390733	0.6870595	0.7293991	0.3508361	0.7024414	0.5273148	0.3563531	0.3854673	0.5524290	0.4528051	0.7942914	0.1801664	0.7297509	0.1849588	0.6991265	0.6340654	0.5733384	0.6216713	0.3091464	0.4716262	0.5377469	0.4994868	0.5257149	0.5781742	0.6061172	0.4638183	0.5734832	0.2314349	0.6317236	0.0228440	0.6457569
100	0.1457667	0.6110248	0.0468257	0.7008442	0.0010194	0.0048441	0.0244470	0.2355310	0.0240468	0.0000000	0.4054792	0.1865327	0.0124141	0.2119689	0.7562577	0.7485575	0.3890797	0.3642551	0.0087602	0.1368878	0.0020981	0.1869430	0.5853522	0.2365033	0.6231873	0.0711873	0.6117907	0.4116413	0.0359844	0.0724801	0.2333298	0.5070651	0.0134017	0.6624242	0.2228126	0.0007291	0.3816311	0.0174141	0.2162788	0.2287591	0.3375975	0.7151343	0.3736505	0.5229290	0.2917652	0.2336093	0.6619746	0.6603731	0.3119677	0.1805061	0.6439004	0.6917078	0.3291514	0.7210271	0.6616055	0.4053602	0.6154142	0.6415919	0.4062288	0.8086198	0.2687665	0.7352586	0.2277663	0.6235822	0.4868665	0.5225383	0.6488822	0.3423788	0.5333511	0.6999001	0.5103297	0.6877102	0.8411577	0.5451760	0.3711237	0.6263689	0.3213526	0.5502070	0.0381166	0.6183816
150	0.1311161	0.6977333	0.0215987	0.7005302	0.0000507	0.0000000	0.0357251	0.2006697	0.0785142	0.0006553	0.3564602	0.2306493	0.0484529	0.2756896	0.6256245	0.7222450	0.5659666	0.5429071	0.0072826	0.2380985	0.0019480	0.1986262	0.6271829	0.3183423	0.5054394	0.1434521	0.6089236	0.4372838	0.1163999	0.1290425	0.2015851	0.4031248	0.0300005	0.6815072	0.2848050	0.0001006	0.3512044	0.0073381	0.3156166	0.2421010	0.2768367	0.7377041	0.2973588	0.4664073	0.2092299	0.0956829	0.5683537	0.6356473	0.3579470	0.1709448	0.4211002	0.6417750	0.3170932	0.6885192	0.6603793	0.4713515	0.5121167	0.5971051	0.3701662	0.5967698	0.2096414	0.8433168	0.2043518	0.5758588	0.5092957	0.6909752	0.8174124	0.4216054	0.4765546	0.7704981	0.5211848	0.4543330	0.7116645	0.5651701	0.4642139	0.7370168	0.3269182	0.8439602	0.0542492	0.5935540
200	0.1279143	0.6326306	0.0201974	0.7716422	0.0001383	0.0004314	0.0850630	0.1826842	0.0825582	0.0000000	0.5005876	0.1555192	0.0952717	0.3102343	0.6162182	0.6114393	0.4983623	0.6377899	0.0214348	0.2068999	0.0031753	0.2406543	0.6431340	0.5894252	0.5130505	0.1839095	0.7038037	0.4570563	0.1500029	0.1880395	0.2533858	0.3195067	0.0238307	0.6126082	0.3088244	0.0008437	0.4540990	0.0050850	0.3189585	0.2267077	0.1892018	0.7045511	0.2392228	0.4383250	0.2286582	0.1533903	0.6785055	0.5801769	0.2647147	0.2128234	0.2973167	0.6675605	0.3330667	0.6576294	0.6770416	0.3709103	0.5869755	0.5790930	0.3262513	0.6622187	0.2560629	0.6051645	0.2878526	0.6461110	0.5251720	0.7496210	0.7753264	0.3248197	0.5306188	0.7092021	0.5579995	0.5927126	0.6203665	0.5680611	0.5391388	0.6324944	0.2232973	0.6928435	0.0369405	0.7542713
250	0.1719013	0.6950236	0.0249875	0.6880290	0.0000940	0.0004405	0.0735599	0.2377164	0.0635863	0.0001917	0.5023268	0.1476295	0.1223177	0.4111993	0.8101769	0.5882629	0.4449002	0.5932904	0.0182673	0.2541492	0.0028202	0.2672585	0.7285734	0.4822454	0.4774581	0.2915734	0.6302687	0.3916718	0.1834366	0.1451949	0.3435298	0.3648504	0.0101849	0.6886225	0.3030979	0.0006363	0.6306689	0.0587863	0.4185391	0.2563155	0.2346073	0.8659509	0.1308838	0.4988017	0.1694466	0.1356218	0.7249045	0.6990297	0.3311702	0.2165354	0.3512234	0.6737967	0.3900536	0.7992057	0.6378099	0.3682684	0.5563411	0.6785046	0.2722826	0.6643894	0.1960279	0.6452910	0.2447635	0.6805609	0.5375460	0.6539380	0.7207725	0.3857426	0.4272990	0.6399155	0.5715367	0.5791956	0.6083978	0.7290059	0.4539091	0.7273694	0.3033472	0.7135229	0.0529505	0.7212278
300	0.1681236	0.7175101	0.0275640	0.6222040	0.0020938	0.0017157	0.0643906	0.1759169	0.1353029	0.0043541	0.6596447	0.0997886	0.2761504	0.3812362	0.8175128	0.5400771	0.5064404	0.6332926	0.0320866	0.2805682	0.0061963	0.3202950	0.6288468	0.4387498	0.3994724	0.4430206	0.7308466	0.3725504	0.1282792	0.2288771	0.3413795	0.2951364	0.0134014	0.5970698	0.3878003	0.0001087	0.4505459	0.0128981	0.2870156	0.2173187	0.2145890	0.6987750	0.1020019	0.3785516	0.1247291	0.1679340	0.6359945	0.7463207	0.3238291	0.1726845	0.3054745	0.5787504	0.3993507	0.5759013	0.5238616	0.4648176	0.6073468	0.7030820	0.3645622	0.6829509	0.1650060	0.7170186	0.1549742	0.6722419	0.5036247	0.5902587	0.6820717	0.3823940	0.5365566	0.7265157	0.4245085	0.6041648	0.6494389	0.5661028	0.5981592	0.6890849	0.2908838	0.7403750	0.0388942	0.6446535
