"Time"	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50
450	0.1708149	0.5316478	0.4580834	0.2176916	0.7402954	0.1706768	0.2921760	0.0727600	0.4564553	0.0254841	0.4611218	0.3463993	0.6108098	0.4932468	0.0543805	0.7147143	0.4224599	0.6319617	0.6882554	0.4367923	0.6419927	0.6234690	0.6335641	0.0396119	0.1941499	0.0951082	0.6129857	0.2463290	0.2689891	0.0301728	0.0368017	0.4080653	0.0012728	0.1248804	0.7025349	0.4515600	0.7968919	0.7570503	0.8495406	0.2864062	0.5692609	0.6391267	0.5856698	0.4534544	0.4298758	0.0000002	0.6308343	0.3519128	0.4645772	0.1825501
500	0.1307476	0.3363923	0.4511494	0.1932967	0.5348836	0.1833954	0.2768033	0.0745879	0.4914418	0.0315675	0.3908295	0.4545877	0.6577394	0.4243606	0.0528012	0.7085819	0.5531807	0.6819276	0.6660024	0.3243680	0.6661485	0.6129184	0.7438474	0.0366114	0.1607376	0.1146202	0.5269172	0.1440765	0.2269087	0.0131367	0.0203427	0.3970060	0.0012352	0.1459583	0.7248886	0.4756288	0.8813973	0.7415836	0.7760794	0.2560569	0.5462331	0.8065966	0.6140711	0.4931254	0.5167610	0.0000000	0.5601769	0.3886622	0.2943377	0.1877311
550	0.4846761	0.3089364	0.6099737	0.6134312	0.8232623	0.3939923	0.3433048	0.0519785	0.3718017	0.0583541	0.3374637	0.2704316	0.7697275	0.4453070	0.1155245	0.6771572	0.5728999	0.7233648	0.6298377	0.3370593	0.7390687	0.9555931	0.6559308	0.0487390	0.2119077	0.1354178	0.6368895	0.1709757	0.4087404	0.0047018	0.0436675	0.4212252	0.0741022	0.3644108	0.8758653	0.4517149	0.5952191	0.6719117	0.6998648	0.2256609	0.5726891	0.7611152	0.7259554	0.7052371	0.5268519	0.0017658	0.6809645	0.3513051	0.3343095	0.2448701
600	0.6034172	0.4034374	0.7276760	0.6726216	0.7614467	0.3666583	0.2643435	0.0331435	0.4382320	0.1108277	0.3036818	0.2583342	0.7732665	0.5510948	0.2555595	0.6751137	0.7359938	0.7091029	0.7531645	0.3554660	0.7029052	0.6701148	0.6461865	0.0379453	0.1480904	0.0751283	0.6028801	0.2060201	0.4508920	0.0093407	0.0254750	0.4935638	0.0878004	0.5265558	0.7721861	0.4703425	0.6623304	0.7154552	0.7381617	0.1970363	0.7134755	0.6932557	0.6287869	0.4991090	0.4225512	0.0001134	0.6905782	0.3750911	0.2922672	0.2461622
650	0.5650973	0.4158807	0.5917770	0.7053760	0.8420624	0.4223497	0.1933416	0.0778894	0.5348723	0.0880687	0.3108652	0.3390402	0.7813320	0.5268721	0.4267305	0.6997928	0.6716282	0.7658827	0.6401306	0.3314095	0.7310646	0.6313331	0.7798142	0.0317082	0.2224293	0.0712462	0.6584264	0.1986141	0.6892152	0.0313621	0.0141462	0.3518286	0.0686505	0.4833623	0.6716378	0.3741303	0.7311961	0.6237191	0.7681931	0.1719750	0.6305318	0.7376105	0.5300365	0.5287469	0.4110541	0.0047321	0.6303392	0.3103705	0.3498922	0.2132451
700	0.7215307	0.4212879	0.6178517	0.6616387	0.7145428	0.2781181	0.1577258	0.0469901	0.4941406	0.0983402	0.3023408	0.3471109	0.7625244	0.4117131	0.4507981	0.7443048	0.7983561	0.5999010	0.7160788	0.3972830	0.6806957	0.6666002	0.6298362	0.0301678	0.1608524	0.1378493	0.6248996	0.1691846	0.6839537	0.0290975	0.0393885	0.5127227	0.0872758	0.4005703	0.6922760	0.3851423	0.7280980	0.7800673	0.7230203	0.1851373	0.5723282	0.7190062	0.6748676	0.5650070	0.4172942	0.0171496	0.7426456	0.3566381	0.3460073	0.2123570
750	0.5367677	0.5140840	0.6528909	0.6717260	0.7597241	0.3795903	0.1655334	0.0540735	0.5444679	0.1001177	0.4382372	0.4284595	0.7172557	0.4135096	0.4979124	0.6805747	0.6903606	0.7079469	0.7005772	0.3024663	0.6943987	0.6794144	0.6165720	0.0291965	0.1304509	0.0847928	0.6298096	0.1890809	0.6101871	0.0357498	0.0352206	0.4002182	0.0659672	0.3956376	0.6110072	0.4317113	0.6764016	0.7029881	0.7423493	0.2352043	0.4901983	0.6442496	0.7495291	0.4251538	0.4726191	0.0020365	0.7290383	0.3566686	0.4185393	0.1491722
800	0.6718653	0.5324109	0.6042001	0.6159071	0.6674471	0.4046530	0.1509597	0.0751340	0.4544334	0.0771348	0.3798145	0.2982296	0.7889931	0.4320432	0.4688713	0.8127526	0.5956538	0.6614844	0.6513506	0.3197749	0.7283667	0.6031261	0.6325649	0.0388834	0.1686823	0.1113907	0.6987038	0.2152339	0.5298760	0.0107912	0.0122090	0.4290087	0.0753699	0.2689613	0.5946577	0.5082961	0.6838900	0.7164813	0.6446734	0.2378673	0.5851171	0.7258742	0.6325792	0.4481427	0.4174151	0.0160312	0.6309127	0.3312909	0.3725956	0.1683344
850	0.7509733	0.5349952	0.5533844	0.6649703	0.7182428	0.4975203	0.2103162	0.0646904	0.5568131	0.0918451	0.4671477	0.3273095	0.7124573	0.4766040	0.4123537	0.7409875	0.7968370	0.6030256	0.6437365	0.3568496	0.6561746	0.7019669	0.7406523	0.0440051	0.1683625	0.1029353	0.8674750	0.2406962	0.6507281	0.0185928	0.0196040	0.4865749	0.0841428	0.4089789	0.7188326	0.5926491	0.7288888	0.6708996	0.6106220	0.2219464	0.6642731	0.7726145	0.6628452	0.4775486	0.3698717	0.0005454	0.7486995	0.3785727	0.3695308	0.2250298
900	0.6359507	0.5262849	0.6216223	0.7350549	0.7470756	0.3801395	0.1334811	0.0564484	0.5361837	0.0879384	0.3580538	0.3613667	0.7422718	0.4939704	0.5920264	0.7887791	0.7915478	0.6813149	0.6540136	0.3799465	0.6993379	0.6686169	0.7981787	0.0217801	0.1907553	0.0806840	0.8594219	0.2433981	0.6096493	0.0178033	0.0302538	0.4017335	0.0422804	0.2761133	0.6627504	0.5808492	0.6816875	0.5867283	0.7085415	0.2432255	0.6590354	0.7809563	0.5860126	0.4841533	0.4841019	0.0018789	0.5909496	0.3253784	0.4219073	0.2189558
950	0.6147155	0.3432439	0.7166890	0.7986650	0.7658075	0.3284482	0.1721563	0.0877572	0.5517277	0.2176008	0.3148851	0.3391512	0.7486897	0.3901586	0.4551477	0.8136657	0.7133921	0.6230004	0.6973512	0.2750760	0.6152544	0.6289086	0.6780002	0.0173448	0.1926860	0.0845487	0.6006625	0.1644740	0.6824575	0.0182561	0.0182428	0.3748208	0.1395722	0.4153381	0.7207598	0.4884419	0.7154190	0.6898134	0.7185076	0.1513463	0.4620093	0.5668221	0.7445141	0.4621127	0.3663059	0.0133037	0.6315111	0.3374760	0.3782710	0.2335387
1000	0.6498724	0.4275805	0.6079430	0.7428569	0.7232478	0.3498866	0.1223231	0.1168338	0.5033666	0.1521535	0.3826759	0.3722210	0.6190974	0.4712294	0.3962741	0.6114143	0.6602807	0.6515192	0.7769605	0.3474475	0.6714412	0.6927771	0.6629997	0.0192705	0.1657705	0.1307077	0.7894633	0.1628790	0.5264279	0.0247594	0.0169686	0.4270168	0.1297532	0.4533038	0.6423067	0.5542612	0.7876697	0.6218475	0.7318397	0.2029917	0.4748776	0.6454781	0.7072584	0.5434319	0.4167752	0.0121511	0.6921681	0.4005181	0.3710338	0.1117774

0	0.7095072	0.4678754	0.6949003	0.6926117	0.5949941	0.4014201	0.1607932	0.0629552	0.4949813	0.1366131	0.4336710	0.3708701	0.7242849	0.3218280	0.5927886	0.8366856	0.7039611	0.6608745	0.6641984	0.2593447	0.8227317	0.6769666	0.7873217	0.0314146	0.1521865	0.1218602	0.6093062	0.1731548	0.6233012	0.0135604	0.0283309	0.4721261	0.0894970	0.2829538	0.6885962	0.5563770	0.7016513	0.7456077	0.7506858	0.1990906	0.5734945	0.6184867	0.5511276	0.6088382	0.3960281	0.0037349	0.6727927	0.3068488	0.3227592	0.1810892
50	0.6375404	0.5588794	0.5931252	0.6461067	0.6087123	0.3291916	0.1497417	0.0170715	0.5510935	0.0830449	0.0843403	0.2564497	0.5300432	0.4109337	0.5533259	0.6251638	0.7581831	0.7206075	0.7217308	0.3385807	0.2383926	0.6280158	0.2244642	0.0437952	0.2054464	0.0317694	0.7251252	0.1783874	0.6138881	0.4024373	0.0225821	0.5179704	0.0907748	0.3903872	0.7665080	0.5842707	0.5483259	0.7303441	0.6184360	0.1819733	0.5021661	0.4976860	0.7399026	0.5275897	0.3642663	0.0048268	0.5899835	0.3665518	0.4342576	0.2003898
100	0.6519667	0.4704983	0.5992854	0.7630366	0.5767365	0.3441323	0.1579178	0.0119587	0.5803818	0.0846041	0.0277975	0.2161463	0.5174863	0.4665492	0.3535329	0.6654540	0.8740111	0.8105746	0.5814217	0.4178061	0.0970836	0.5169018	0.1028125	0.0631989	0.2976756	0.0110085	0.5432689	0.1847145	0.5549626	0.5052858	0.0729970	0.3411684	0.2448391	0.3836248	0.7519497	0.4331262	0.7820069	0.7427012	0.6859527	0.1107109	0.3390238	0.5427531	0.7012926	0.6760755	0.3401965	0.0161196	0.7797348	0.2819303	0.3552823	0.2493643
150	0.6569661	0.3837489	0.6852210	0.6059471	0.6767264	0.4051656	0.1213371	0.0033227	0.5040266	0.0970918	0.0023347	0.3419044	0.5353834	0.4077908	0.4385504	0.6973138	0.5785366	0.5741201	0.5318895	0.5341712	0.0820967	0.5095546	0.0155246	0.0590948	0.2320207	0.0122298	0.7183334	0.2055072	0.6688623	0.6001605	0.0378586	0.4244319	0.3052267	0.4231439	0.7208460	0.4736625	0.5893442	0.8593881	0.6459126	0.0805071	0.1590990	0.6240315	0.5184040	0.5192257	0.4022030	0.0065281	0.7800463	0.3144705	0.4462133	0.2679263
200	0.5696325	0.4094453	0.7803596	0.7551306	0.7121286	0.4103170	0.1992436	0.0082559	0.6203429	0.1203419	0.0023621	0.2204781	0.5663706	0.5641198	0.3833159	0.6401114	0.7706715	0.7606808	0.3396397	0.5802699	0.0531612	0.4471632	0.0023864	0.0323886	0.3407574	0.0109543	0.7111215	0.2706502	0.7418042	0.7443637	0.0312644	0.3697458	0.4834867	0.2526176	0.6682571	0.4606749	0.6922944	0.9420995	0.7421153	0.0760680	0.0662622	0.6220800	0.6752043	0.6110759	0.5197971	0.0083322	0.7388355	0.4508306	0.4063345	0.2650953
250	0.6476104	0.4433563	0.7427876	0.7473020	0.6075365	0.4656606	0.1303514	0.0040994	0.7447310	0.1425149	0.0094316	0.1883219	0.4996689	0.4255528	0.4113900	0.7974900	0.6092728	0.7418155	0.1479618	0.4442264	0.0442931	0.4932794	0.0026412	0.0255828	0.4085780	0.0069796	0.7069308	0.1901596	0.6038044	0.6304178	0.0185781	0.4703492	0.6208445	0.3192840	0.6125603	0.3923621	0.8252744	0.6844607	0.5994590	0.0384414	0.0370176	0.5340469	0.6961479	0.4123351	0.4531743	0.0110273	0.7442036	0.3747740	0.4105001	0.3114840
300	0.5765202	0.3781274	0.6869941	0.7301298	0.6744419	0.3823090	0.1245259	0.0019948	0.8067045	0.1493847	0.0070001	0.2193711	0.5253610	0.3876730	0.4195168	0.7757278	0.6336021	0.7319961	0.0433575	0.4198140	0.0859620	0.4872933	0.0132500	0.0515579	0.3085383	0.0142596	0.7357337	0.2918173	0.7052265	0.6700814	0.0341763	0.4468328	0.6527373	0.3445897	0.7220835	0.4514867	0.6793415	0.7624895	0.6630708	0.0143258	0.0550504	0.7409776	0.7732472	0.5461045	0.4254170	0.0136556	0.6862876	0.3867576	0.3239765	0.2875021
350	0.6184733	0.3654143	0.5663331	0.7560789	0.5974929	0.3522926	0.1276725	0.0086018	0.6441936	0.1704615	0.0040398	0.2730437	0.4935276	0.4972255	0.4936393	0.7210299	0.7363870	0.7701099	0.0303642	0.4788542	0.0467864	0.4513462	0.0126304	0.0713191	0.3556259	0.0105507	0.5637044	0.2889263	0.7075755	0.6559031	0.0217372	0.3139049	0.7993121	0.3362604	0.6287907	0.4903068	0.7558591	0.7651763	0.6470653	0.0425303	0.0257822	0.7183030	0.5511413	0.5822237	0.4553413	0.0015190	0.6686433	0.4172220	0.4223450	0.1780578
400	0.5827511	0.3869915	0.7126961	0.7182891	0.6651050	0.4165396	0.1388747	0.0076028	0.7270294	0.1523044	0.0164065	0.2189981	0.4794265	0.4476751	0.3735088	0.6156303	0.7437050	0.7537949	0.0360251	0.5877747	0.0325571	0.4013738	0.0041555	0.0743043	0.3558656	0.0107179	0.5463386	0.1994435	0.6218751	0.6715908	0.0137271	0.3825242	0.6477014	0.4838169	0.5419452	0.4119903	0.7563331	0.6684415	0.7011093	0.0325899	0.0290025	0.6490921	0.6199804	0.5069900	0.4282892	0.0005929	0.7107985	0.2956787	0.3983492	0.2888718
450	0.6828929	0.4064500	0.5251144	0.7678722	0.6727503	0.4900040	0.1248496	0.0043203	0.6333090	0.1584830	0.0218520	0.2196737	0.4438206	0.4107535	0.4535737	0.6837162	0.7263291	0.6219603	0.0528950	0.4444135	0.0490123	0.3913432	0.0052600	0.0478066	0.3863956	0.0087576	0.6838781	0.1777985	0.6967591	0.7387458	0.0266016	0.2974353	0.5909827	0.3966274	0.7253121	0.3512842	0.6751627	0.6628285	0.7296828	0.0311275	0.0186207	0.5575898	0.6664712	0.4631306	0.3454558	0.0226554	0.7468580	0.3901090	0.4442398	0.2496065
500	0.4929443	0.3887522	0.6895598	0.7259631	0.6902414	0.4350247	0.0931015	0.0104759	0.6197063	0.1154022	0.0158755	0.2292738	0.4432035	0.4753896	0.3848814	0.8660899	0.6524631	0.6654924	0.0601340	0.5410156	0.0686873	0.3880168	0.0080964	0.0455606	0.4119068	0.0137153	0.7463876	0.1873505	0.6149410	0.7178086	0.0231607	0.4172832	0.6180520	0.3254876	0.9177071	0.3988197	0.7770695	0.8102315	0.6084769	0.0207278	0.0262815	0.5198422	0.5714274	0.4872983	0.4296181	0.0133935	0.8133722	0.4054469	0.4969399	0.2471784
550	0.6635931	0.4342784	0.6846498	0.5762260	0.6846721	0.4307541	0.1798184	0.0872714	0.7948531	0.1124612	0.1948958	0.2483763	0.6233568	0.4301848	0.4405217	0.7593796	0.6771353	0.7817333	0.3479791	0.4690025	0.4661262	0.3553909	0.5502611	0.0406484	0.4417746	0.1434279	0.5857730	0.1568781	0.5677371	0.3052843	0.0354442	0.4106922	0.4130012	0.3919031	0.8258730	0.3604527	0.6736069	0.6240489	0.5890728	0.0938832	0.0824572	0.5096176	0.5618586	0.5727067	0.4397124	0.0130899	0.8555615	0.3641331	0.3244664	0.2865952
600	0.6635711	0.3645746	0.7004936	0.7106272	0.7210518	0.3930907	0.1214540	0.0681800	0.5696885	0.1410766	0.3242560	0.3024328	0.8040953	0.4049950	0.5101216	0.6297328	0.6028988	0.7504652	0.5192305	0.4650035	0.6755532	0.4102473	0.6301111	0.0723607	0.2366250	0.0936164	0.6899523	0.2087296	0.5829471	0.1303120	0.0330778	0.4854086	0.2371252	0.3158965	0.7891151	0.4761243	0.7642551	0.7826068	0.6938929	0.0788885	0.2980284	0.5939160	0.6686457	0.4767424	0.4529046	0.0137257	0.6807191	0.4193877	0.2803703	0.2226374
650	0.6726611	0.5105605	0.4723809	0.6513274	0.7558834	0.5089342	0.0922054	0.0489028	0.4580500	0.0855839	0.2791440	0.3117998	0.6732565	0.4705333	0.4996300	0.8052590	0.6078333	0.7681825	0.6488724	0.3775842	0.7432159	0.6020838	0.7126881	0.0696164	0.2367917	0.1042689	0.5459409	0.2330824	0.6587627	0.0943022	0.0217385	0.3851439	0.1099507	0.4355765	0.6947652	0.4905347	0.6681370	0.6710357	0.8322946	0.1933588	0.3746883	0.6928508	0.5972130	0.4649227	0.4648712	0.0123429	0.6831173	0.3412107	0.3395053	0.2070034
700	0.8146168	0.4038688	0.6141011	0.6430056	0.6809973	0.3974439	0.0953921	0.0463513	0.5474943	0.0919311	0.3753011	0.2992050	0.6762134	0.3623611	0.4978326	0.7000773	0.5837784	0.6868768	0.8522443	0.3558009	0.6508091	0.7843322	0.7508435	0.0286632	0.2190046	0.0930577	0.7277141	0.2502067	0.6250767	0.0461640	0.0272947	0.3762775	0.1106271	0.4143733	0.6725696	0.5233003	0.8357605	0.6566394	0.6875585	0.1649909	0.3792422	0.6324226	0.5467131	0.5463267	0.4771920	0.0154458	0.6437675	0.3818666	0.3002126	0.3460147
750	0.7583211	0.4173867	0.5680220	0.6668621	0.7726643	0.3089989	0.1727844	0.0721117	0.4958562	0.1644041	0.4315739	0.2607053	0.6892511	0.4394734	0.4616380	0.8508259	0.6657518	0.8282474	0.6636770	0.3333134	0.7205518	0.5301573	0.6519594	0.0454826	0.2018916	0.0909186	0.6912103	0.1917592	0.7367788	0.0377998	0.1081239	0.3528939	0.0635241	0.3626045	0.6415278	0.5975378	0.8441724	0.7853443	0.6161946	0.2338814	0.4981226	0.6215570	0.6698020	0.6285072	0.5430619	0.0098169	0.7692118	0.3489787	0.3551236	0.1641437
800	0.6077051	0.4685508	0.6754187	0.6819184	0.7206498	0.5329208	0.1558219	0.0411026	0.6193448	0.0980073	0.3291802	0.3700082	0.7740716	0.4480100	0.5293288	0.5782117	0.7494585	0.6269467	0.5705617	0.3325200	0.6333323	0.6702920	0.6589564	0.0464324	0.2105834	0.1309685	0.6046216	0.1706772	0.7145507	0.0345927	0.0581093	0.4236628	0.0361163	0.3348200	0.6289431	0.4412146	0.7677870	0.6633052	0.5780278	0.1928924	0.4025994	0.5858888	0.6357648	0.5874826	0.5425935	0.0107455	0.6397912	0.2581972	0.4666909	0.2004696
850	0.7805088	0.5108162	0.5999945	0.6577210	0.7506482	0.3976413	0.1373250	0.0556763	0.4319885	0.1527157	0.3531714	0.3216700	0.6143451	0.4846612	0.4975437	0.6574238	0.6524720	0.6052605	0.7275737	0.2669039	0.6170841	0.6813025	0.6481139	0.0565739	0.1617650	0.1095259	0.4301219	0.1651680	0.6595360	0.0453597	0.0914361	0.3784305	0.0882931	0.3589680	0.8218247	0.4203908	0.6352396	0.6304233	0.7164610	0.1732914	0.5499677	0.6870947	0.5506295	0.6539926	0.4162195	0.0036895	0.6625781	0.3212848	0.3872945	0.2074198
900	0.5774519	0.4787637	0.7778779	0.7253549	0.5455038	0.3857024	0.1121567	0.0566933	0.5266025	0.1578599	0.3712740	0.3012709	0.7292161	0.3670767	0.3903987	0.8410609	0.6483486	0.6640435	0.7052997	0.2911450	0.6595197	0.6755021	0.7081073	0.0453596	0.1713287	0.0889104	0.6224766	0.1892465	0.6844072	0.0136895	0.0754718	0.3890399	0.1140629	0.2608284	0.7544719	0.4373664	0.7192157	0.6712040	0.6946233	0.2231143	0.5041341	0.7771179	0.6809100	0.5468926	0.4395875	0.0057350	0.8288092	0.3634221	0.4809103	0.2698263
950	0.6291044	0.4676841	0.6972060	0.6718126	0.7168105	0.3383938	0.1713484	0.0537341	0.4980271	0.1047974	0.2409709	0.3021891	0.7999499	0.3761344	0.4997437	0.6972709	0.6380214	0.6200828	0.8035091	0.2828232	0.8154048	0.6952140	0.6583070	0.0439903	0.1679450	0.1414850	0.4772872	0.1661997	0.5617276	0.0177864	0.0437199	0.3524907	0.0634615	0.3982180	0.5970191	0.5648795	0.6072845	0.7458810	0.5746853	0.1626092	0.6461216	0.6875354	0.7195842	0.4728522	0.5078286	0.0143771	0.7371230	0.3320499	0.3973232	0.1992549
1000	0.6632636	0.4012971	0.7078025	0.6703199	0.7609977	0.3062926	0.2057755	0.0646953	0.4648500	0.1514932	0.2650636	0.3924569	0.8261819	0.4119960	0.4574421	0.6675601	0.6095156	0.6850358	0.7555210	0.2940816	0.7586872	0.6967145	0.6460866	0.0397559	0.1561252	0.0774750	0.5862022	0.2124982	0.6696274	0.0104267	0.0500220	0.4336591	0.0636342	0.3987888	0.6943573	0.5796382	0.6248710	0.7173511	0.8244564	0.2102587	0.5013345	0.7041998	0.6525789	0.4510412	0.3699713	0.0017036	0.7385041	0.4063611	0.3637280	0.2327263

0	0.6480844	0.4786828	0.6088206	0.7091345	0.7093757	0.3377750	0.1659170	0.0674218	0.6293047	0.1608238	0.4334102	0.4726461	0.5906342	0.3208839	0.4529028	0.9368534	0.7363412	0.5614784	0.7971641	0.3069116	0.6650280	0.6639679	0.8201977	0.0273096	0.2015061	0.1436078	0.7168226	0.2313756	0.6548820	0.0135204	0.0365375	0.3839559	0.0790629	0.3499177	0.7395891	0.4913993	0.6291882	0.7128689	0.7606030	0.2035726	0.7146427	0.7240807	0.5250068	0.5427038	0.3918923	0.0032751	0.7137546	0.2895657	0.3318273	0.2491343
50	0.7472945	0.4929221	0.6239022	0.6759528	0.2187738	0.3533725	0.0898754	0.0285538	0.4191694	0.1637822	0.0715866	0.2615388	0.6364936	0.3148041	0.7627319	0.8155101	0.7578683	0.7234367	0.7291206	0.3476558	0.5936100	0.6554259	0.3935614	0.0318826	0.1686252	0.0151569	0.6200406	0.2183538	0.5910783	0.3305692	0.0333711	0.1859640	0.0258117	0.1816490	0.6809094	0.5424375	0.8053540	0.7542196	0.7303681	0.1802386	0.5098765	0.4562900	0.7245692	0.4453592	0.5853872	0.0107718	0.6432533	0.4021443	0.4034385	0.1924429
100	0.7047036	0.4259845	0.7203351	0.6174710	0.2333592	0.3296199	0.0968864	0.1120406	0.4393145	0.5963664	0.0582327	0.2328753	0.7550749	0.2693647	0.8990173	0.6661892	0.7137868	0.6554876	0.7149985	0.3943746	0.5553049	0.6268501	0.2521376	0.0995000	0.2022875	0.0124409	0.5417312	0.1954677	0.6552756	0.4544291	0.0546875	0.2458468	0.0253883	0.0747107	0.6921897	0.3719906	0.5839549	0.6630620	0.5669968	0.1833310	0.5266006	0.4958104	0.7287468	0.5221802	0.7514794	0.0032387	0.6989258	0.4841622	0.3223150	0.3082221
150	0.9046353	0.4243709	0.6801352	0.7199305	0.1416788	0.3764264	0.0657054	0.1517922	0.4915782	0.6284015	0.0706197	0.2506775	0.7168875	0.1700188	0.7815874	0.7221602	0.7300323	0.6649733	0.7321816	0.3706197	0.3994514	0.6197537	0.2449840	0.1424999	0.2958225	0.0031292	0.5508150	0.1509264	0.5644315	0.4650653	0.0315186	0.2810400	0.0445625	0.0191517	0.7346199	0.2898736	0.7146126	0.7300729	0.6814823	0.1639170	0.4553200	0.4665231	0.5802365	0.5434810	0.5761828	0.0158582	0.7965999	0.4921949	0.3081021	0.2873738
200	0.7215911	0.3853762	0.5824817	0.7894807	0.1429980	0.2772008	0.0297401	0.3169103	0.6127010	0.5841062	0.0784612	0.1813395	0.6402885	0.1082281	0.6948785	0.5666132	0.7845086	0.5373972	0.6960661	0.3725426	0.3998815	0.7335086	0.2466523	0.2323979	0.2510825	0.0009732	0.3059895	0.2018048	0.5895088	0.5175821	0.0418790	0.2704393	0.0517628	0.0083888	0.8030361	0.2440122	0.6822180	0.7347848	0.5400944	0.1559959	0.3984108	0.5843722	0.7261069	0.3750775	0.5757038	0.0177516	0.6633240	0.5191136	0.3999042	0.3703052
250	0.6983133	0.2780619	0.5584281	0.7904382	0.0836071	0.3169850	0.0728040	0.3320990	0.5570895	0.7204858	0.0876806	0.1775350	0.7541427	0.0688142	0.6479650	0.8193965	0.7433515	0.5726983	0.6129185	0.4031030	0.5552832	0.6329335	0.2533018	0.4644059	0.2372745	0.0014145	0.2074616	0.1868604	0.6072762	0.5612070	0.1716247	0.2481049	0.0570624	0.0198475	0.5640846	0.2100680	0.6707223	0.7762380	0.7136070	0.1452333	0.4055314	0.4457662	0.6802306	0.4292486	0.7111859	0.0081117	0.5878423	0.5295291	0.4811870	0.4003279
300	0.7043864	0.2726446	0.6981224	0.5572460	0.1512620	0.3998256	0.0580500	0.4452828	0.4588698	0.6902323	0.0385665	0.1281492	0.6648540	0.0409194	0.6745933	0.7782373	0.6872789	0.5629772	0.5976179	0.3946930	0.5163548	0.6629957	0.2563430	0.6410588	0.1986858	0.0035258	0.1512884	0.1140732	0.6161251	0.5754481	0.1528108	0.2396420	0.0544444	0.0145979	0.7555817	0.2341617	0.5927090	0.8751622	0.6375749	0.1693572	0.3444311	0.3637249	0.5516277	0.5171234	0.7636933	0.0010258	0.6237487	0.6057024	0.4019122	0.3471050
350	0.6585745	0.2323780	0.6477215	0.8049872	0.1213071	0.4380398	0.0490543	0.3262837	0.5216770	0.6390116	0.0467198	0.1950080	0.6282407	0.0282603	0.6579990	0.8227089	0.5836524	0.6979259	0.7646778	0.3281475	0.3464701	0.7231429	0.2870061	0.4820014	0.2624742	0.0060968	0.1310549	0.1629627	0.5871969	0.6305720	0.2052124	0.2509008	0.0567997	0.0153228	0.6971708	0.2295574	0.7632148	0.6478868	0.7567560	0.1710832	0.2827486	0.4233076	0.7125920	0.5280599	0.7063523	0.0156237	0.7873036	0.6025300	0.4410683	0.3515722
400	0.7200050	0.2894584	0.5472708	0.6141358	0.1125770	0.4165747	0.0845690	0.4254314	0.5247677	0.7158471	0.0735892	0.1262969	0.7516694	0.0228273	0.7029548	0.6962289	0.6623382	0.5971168	0.8209000	0.3142639	0.4089566	0.6160412	0.2852246	0.6202822	0.2068833	0.0185865	0.1724569	0.1905808	0.6372698	0.5997575	0.2728643	0.2454390	0.0495169	0.0087113	0.6539205	0.3076468	0.7794263	0.8253896	0.6981157	0.1329435	0.3326350	0.3862809	0.4700014	0.5806142	0.6741421	0.0131083	0.6317795	0.7595941	0.4197858	0.4080449
450	0.7489405	0.2344734	0.6772642	0.6240514	0.1749009	0.3630000	0.0615483	0.3235472	0.5760020	0.7830257	0.0335446	0.1368485	0.7113566	0.0199715	0.7534999	0.5748316	0.6857384	0.5817974	0.6961104	0.4422397	0.4419121	0.7514813	0.1776169	0.5959321	0.2175427	0.0024293	0.1745998	0.1710861	0.6643811	0.8022763	0.2816919	0.2673476	0.0601655	0.0245797	0.6589444	0.3041682	0.7468472	0.7457107	0.6938805	0.1126945	0.3533645	0.4671395	0.5569959	0.4556764	0.7021733	0.0080461	0.6692266	0.5883792	0.4293015	0.4006796
500	0.6002515	0.2572575	0.5506900	0.7426310	0.1623547	0.3800498	0.1115473	0.3457661	0.5835817	0.7988830	0.0625477	0.1611684	0.6503134	0.0226241	0.8639671	0.6226886	0.7817628	0.5114358	0.7814713	0.3941700	0.4397330	0.6685337	0.2139381	0.5642938	0.2482384	0.0030585	0.1114404	0.2004901	0.6497950	0.6098846	0.3160519	0.2931372	0.0240976	0.0108312	0.7160572	0.3201833	0.7886053	0.7495908	0.6627898	0.2107174	0.2943950	0.5031248	0.6005300	0.5947096	0.7305662	0.0051320	0.6891081	0.5767355	0.4529702	0.3323678
550	0.6833577	0.3204031	0.6269750	0.6443959	0.6625557	0.4182111	0.1300823	0.1869134	0.5301731	0.8648195	0.2867731	0.1371312	0.5794208	0.0557129	0.4976006	0.7298476	0.7993788	0.6190073	0.6969657	0.3447265	0.6328061	0.6981130	0.5491883	0.3565627	0.2295654	0.1239137	0.1310710	0.1321436	0.6273504	0.4139994	0.3200523	0.4914401	0.0986831	0.2234177	0.6913157	0.3275142	0.7989625	0.7718297	0.5565319	0.1559271	0.3638306	0.6298966	0.6381020	0.4734281	0.6492758	0.0216253	0.6379444	0.4622176	0.3354258	0.3779003
