"Time"	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G84	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100	G101	G102	G103	G104	G105	G106	G107	G108	G109	G110	G111	G112	G113	G114	G115	G116	G117	G118	G119	G120	G121	G122	G123	G124	G125	G126	G127	G128	G129	G130	G131	G132	G133	G134	G135	G136	G137	G138	G139	G140	G141	G142	G143	G144	G145	G146	G147	G148	G149	G150	G151	G152	G153	G154	G155	G156	G157	G158	G159	G160	G161	G162	G163	G164	G165	G166	G167	G168	G169	G170	G171	G172	G173	G174	G175	G176	G177	G178	G179	G180	G181	G182	G183	G184	G185	G186	G187	G188	G189	G190	G191	G192	G193	G194	G195	G196	G197	G198	G199	G200
450	0.6290915	0.7443625	0.2064980	0.4924555	0.6584454	0.2702232	0.5850431	0.3081920	0.7555719	0.1992661	0.0528880	0.5534355	0.4608537	0.5671772	0.0025144	0.2033579	0.7313875	0.6080322	0.5044503	0.4504119	0.0023407	0.5215151	0.7891751	0.4542382	0.6131189	0.5258779	0.2416843	0.2592202	0.1519569	0.0604462	0.4963822	0.3012555	0.4635833	0.0829067	0.4901901	0.3722646	0.7253172	0.3390843	0.1695038	0.2796390	0.6573685	0.6987025	0.3903796	0.2501158	0.1622492	0.6783130	0.5007549	0.7891576	0.5121324	0.2320740	0.2436480	0.7344409	0.5985111	0.0058335	0.7144471	0.4201470	0.7481942	0.3381778	0.6677270	0.5584702	0.0943159	0.3358929	0.7896405	0.5850365	0.5165945	0.5376703	0.3339309	0.0365234	0.4243008	0.5946881	0.0804320	0.7377753	0.5255436	0.5864734	0.1356579	0.7420961	0.0052970	0.7375262	0.0615627	0.2073794	0.6033185	0.7548279	0.6741026	0.7155391	0.3463017	0.6569074	0.6102594	0.5095425	0.0512440	0.0315015	0.6450631	0.2994597	0.5833054	0.0910599	0.3400614	0.2913160	0.5844841	0.0225396	0.3964166	0.2277923	0.0031405	0.0384964	0.6377805	0.1805900	0.3567818	0.0572777	0.4579922	0.0100198	0.2578792	0.6448000	0.5271445	0.6582338	0.6649703	0.1427864	0.6692425	0.0005471	0.5305326	0.0585287	0.1885614	0.6325462	0.4744033	0.0255294	0.0591324	0.7046084	0.1007292	0.3674620	0.0000725	0.2284778	0.3467692	0.5617386	0.3815385	0.4401727	0.0237061	0.7544376	0.5819319	0.7453224	0.1264150	0.4856635	0.6575361	0.7551556	0.0068054	0.5685489	0.3573198	0.0474261	0.2314559	0.1491883	0.0362679	0.0015839	0.6000102	0.4857203	0.5588294	0.6748077	0.5101599	0.1144654	0.3072633	0.5390315	0.6704982	0.4287712	0.4434095	0.1718072	0.1370626	0.2324893	0.2707968	0.5037637	0.3571082	0.1047031	0.0012128	0.7069250	0.4028030	0.2318336	0.2399373	0.6568074	0.4511953	0.6068200	0.0313009	0.4193667	0.5628671	0.0126138	0.0159346	0.1987447	0.6166676	0.2098988	0.2379605	0.3909507	0.3709743	0.5760179	0.2073961	0.4954755	0.3776488	0.0994897	0.6152107	0.1597601	0.0387893	0.1735935	0.5910765	0.6826733	0.4810032	0.0068066	0.3053909	0.3705594
500	0.7045841	0.6974896	0.1354405	0.5661006	0.6318741	0.2657748	0.5393115	0.4109393	0.7913800	0.2473711	0.0616693	0.5047605	0.4905220	0.5124211	0.0170092	0.1595897	0.6651770	0.4958550	0.6138821	0.4629554	0.0001317	0.6689628	0.6596892	0.5181204	0.5683440	0.4748640	0.2187732	0.1968686	0.0468108	0.0318145	0.4226063	0.3376529	0.4394505	0.0336079	0.4344150	0.3170460	0.6506602	0.3638315	0.1499710	0.2178140	0.7313776	0.7171845	0.4225758	0.2403465	0.0653974	0.7463086	0.4168727	0.7585841	0.3134432	0.2472389	0.1390783	0.5887185	0.5946345	0.0003780	0.7769258	0.4467806	0.5984525	0.1788927	0.7236121	0.6172620	0.0923591	0.4306764	0.5731484	0.5529065	0.5654786	0.7287102	0.3223766	0.0770117	0.3632329	0.4802908	0.0281253	0.6001101	0.3333968	0.7593265	0.1414190	0.7170150	0.0027861	0.6398961	0.1160941	0.1851201	0.6158827	0.5886580	0.4297058	0.7621926	0.5220437	0.5111083	0.7082941	0.4731751	0.0266575	0.0367498	0.6990406	0.2293391	0.6022650	0.0857314	0.4344910	0.3063606	0.6261930	0.0322754	0.2838328	0.3206713	0.0003862	0.0467123	0.7669072	0.1671285	0.4966460	0.0673277	0.3424410	0.0375360	0.1642038	0.6372868	0.5217069	0.6848426	0.6618965	0.0801200	0.6095976	0.0011426	0.6865243	0.0517922	0.2230600	0.7589332	0.4201699	0.0213132	0.0655633	0.7542132	0.0579588	0.3390582	0.0000565	0.2823096	0.4771896	0.6188941	0.1851941	0.4569489	0.0269059	0.5796875	0.5587873	0.7100830	0.0646356	0.5819406	0.6363519	0.7379593	0.0156791	0.5064413	0.3465666	0.0232748	0.2966033	0.1581700	0.0574635	0.0192035	0.6180934	0.4174061	0.5436921	0.6455632	0.4979125	0.1155238	0.3105196	0.7470896	0.6593539	0.3799794	0.3873972	0.2323170	0.1670261	0.2754033	0.3239694	0.6802198	0.4104797	0.1366479	0.0000965	0.6003861	0.4174069	0.2877078	0.1744386	0.6357665	0.4578860	0.6775178	0.0350160	0.4590527	0.7641391	0.0181101	0.0259499	0.1500203	0.6731344	0.2062588	0.3550639	0.4370554	0.2993247	0.7179105	0.1932494	0.5705056	0.2244428	0.1097469	0.5202455	0.1399389	0.0142525	0.0890744	0.7443213	0.5040140	0.4327313	0.0122704	0.2861164	0.3985276
550	0.6881487	0.7394946	0.1060429	0.5310643	0.5810530	0.3289304	0.5309452	0.5807452	0.5008536	0.4176362	0.0853703	0.5432610	0.3972301	0.4847063	0.0857691	0.0922930	0.6174398	0.4561976	0.4910211	0.4375564	0.0469321	0.5619317	0.6087699	0.5660184	0.6842033	0.4667108	0.2651483	0.3252037	0.0403398	0.1716105	0.5007290	0.3833381	0.5610341	0.0229153	0.6071022	0.3293746	0.6411993	0.4411846	0.0315132	0.2213825	0.7566949	0.7349023	0.4267799	0.2399232	0.0907253	0.4362759	0.3173771	0.6542805	0.1667800	0.1841654	0.0955156	0.7588018	0.5864412	0.0018098	0.4533295	0.3621021	0.6244294	0.2195396	0.6521277	0.4818157	0.1036971	0.4326520	0.4400241	0.6159219	0.5975792	0.4889878	0.2887498	0.0612073	0.3692764	0.4121091	0.0942263	0.6997735	0.3762826	0.6555150	0.1401753	0.5360917	0.0578036	0.6936213	0.0893468	0.3489517	0.6109754	0.5685113	0.6259452	0.6934525	0.5834345	0.3561694	0.6052158	0.5355793	0.0166518	0.0366894	0.8388806	0.4356998	0.5752703	0.4317765	0.4700157	0.3197620	0.6671380	0.1664961	0.3045524	0.2267477	0.0024318	0.0455227	0.7017834	0.1667218	0.4854939	0.1108736	0.3697128	0.0128161	0.2306271	0.8388600	0.4459176	0.5984928	0.4955794	0.1480406	0.6776741	0.0180827	0.5702086	0.0372228	0.1820597	0.6839730	0.4153902	0.0153455	0.0474395	0.6299670	0.1092564	0.2980476	0.0146677	0.3268566	0.6059971	0.4777196	0.1881313	0.3881574	0.0577620	0.7037295	0.3483359	0.5613137	0.1264335	0.6161740	0.7023511	0.6255607	0.0852933	0.5441594	0.2793198	0.0477988	0.2199889	0.2397740	0.2567434	0.0749092	0.6317377	0.2989399	0.4944432	0.6976224	0.3727349	0.1718337	0.3126333	0.4987092	0.8311330	0.4984637	0.3237810	0.1451470	0.1806830	0.2669052	0.2419140	0.5501029	0.3814992	0.2449365	0.0228497	0.6153846	0.3524422	0.1734154	0.2180786	0.6680964	0.5287142	0.7336789	0.0636448	0.5988543	0.7120703	0.0120592	0.2860778	0.1535589	0.4475885	0.2388375	0.3173138	0.5214207	0.3692225	0.7570563	0.1112949	0.4757889	0.3209105	0.1986537	0.5269002	0.1688244	0.2748419	0.0788830	0.6702737	0.6563844	0.3332783	0.0343990	0.6240625	0.2656503
600	0.7231649	0.7844076	0.0916195	0.7303333	0.5779605	0.3231250	0.4796845	0.3897992	0.5189294	0.4232183	0.1294710	0.5058642	0.5756592	0.5180701	0.1061179	0.0631909	0.8279902	0.4743338	0.7164562	0.4113144	0.0439254	0.6933000	0.7547706	0.5426316	0.7391236	0.4877311	0.2058189	0.4730897	0.0343780	0.1357038	0.4704953	0.3798492	0.6242350	0.0177632	0.4832038	0.3470677	0.6761862	0.4491806	0.0132481	0.2504760	0.6842696	0.6795450	0.5457028	0.1582611	0.1010451	0.2543932	0.4064900	0.7073014	0.1039896	0.2419060	0.0611416	0.7479869	0.4066464	0.0010270	0.4207260	0.5024079	0.5896748	0.2770075	0.6182099	0.4207309	0.0811336	0.4138359	0.4584778	0.6548083	0.6033949	0.5288708	0.3406348	0.0274137	0.3882991	0.4845516	0.0584218	0.7745835	0.3771631	0.6009574	0.1009577	0.5740898	0.0768960	0.6328870	0.1046928	0.3324173	0.6536264	0.5962155	0.5186503	0.6009836	0.6117431	0.2816193	0.7134523	0.4134440	0.0355445	0.0213348	0.7594610	0.4098489	0.3474155	0.3737383	0.3906591	0.2275630	0.6252904	0.1453501	0.2761489	0.3276518	0.0126269	0.0264976	0.6099002	0.2795418	0.5835990	0.1628561	0.3571450	0.0250319	0.1805224	0.6654681	0.4477809	0.6589524	0.5619163	0.0845497	0.7233761	0.0117131	0.4686369	0.0516262	0.1288490	0.6696805	0.4903870	0.0374753	0.0774393	0.6121073	0.1167553	0.3304005	0.0149946	0.3756065	0.5953483	0.6077608	0.0926077	0.4803845	0.0745778	0.7565520	0.3053608	0.6100966	0.1698407	0.5687250	0.7922885	0.6938890	0.1372759	0.5302201	0.3067590	0.0326251	0.1833617	0.2740012	0.3023435	0.1129317	0.6055792	0.2386918	0.4515098	0.6562196	0.3026522	0.3028099	0.3386690	0.6682792	0.6749794	0.3956042	0.4504532	0.1646399	0.1363847	0.2135619	0.3307428	0.5495375	0.3035166	0.2445125	0.0251788	0.5970566	0.4599749	0.2410283	0.2137924	0.6370204	0.5488011	0.7307950	0.1002470	0.5804917	0.6448381	0.0139708	0.2629899	0.1358514	0.5630735	0.1860757	0.3577765	0.5454919	0.2636476	0.8612961	0.0537782	0.5142436	0.1621009	0.2144945	0.6778722	0.1113594	0.2146441	0.0844651	0.6241844	0.6100010	0.3903774	0.0200942	0.5968816	0.3217461
650	0.6015007	0.7346281	0.1419267	0.7211496	0.6025530	0.3503405	0.5992721	0.5266758	0.5785768	0.4274701	0.1147617	0.4944763	0.5060547	0.3309752	0.1312989	0.0463841	0.5368086	0.4518583	0.5320685	0.3630252	0.0767537	0.6576255	0.6796638	0.6433863	0.4717902	0.5470459	0.3039721	0.3647832	0.0322002	0.1805963	0.4312411	0.4257876	0.4143977	0.0124634	0.4056449	0.2944143	0.6599482	0.4607641	0.0255570	0.2371737	0.7504257	0.6466606	0.5658287	0.1652975	0.0625935	0.1300432	0.3212562	0.7080198	0.0334101	0.3127172	0.0964717	0.6501164	0.5459620	0.0040836	0.4971296	0.4162365	0.6441913	0.2342961	0.6644792	0.4273073	0.0671596	0.4854844	0.5185544	0.6020397	0.7269567	0.5836321	0.3140046	0.0408671	0.2552117	0.4844769	0.0379132	0.6403438	0.3663848	0.5808284	0.1165014	0.6404830	0.0856067	0.6865785	0.0853598	0.3308830	0.6150915	0.6328597	0.5143844	0.7203557	0.5407438	0.4075976	0.7101543	0.4540407	0.0126805	0.0293848	0.6907779	0.3216192	0.4198860	0.4807096	0.4517277	0.3126253	0.5741891	0.1485370	0.3376817	0.3167933	0.0053586	0.0709310	0.6190202	0.3924795	0.4672884	0.1127613	0.2689554	0.0134083	0.2487574	0.8077738	0.2089377	0.7007278	0.5260298	0.1304758	0.7680167	0.0095353	0.5457744	0.0335577	0.2214363	0.6713405	0.4365695	0.0545372	0.0748751	0.7952915	0.0808421	0.3749071	0.0220869	0.3302858	0.6072670	0.6138287	0.0741581	0.3442104	0.0651007	0.6999390	0.1689328	0.5226788	0.0970240	0.4903103	0.6705690	0.6397454	0.1133158	0.4886651	0.2763602	0.0406774	0.3055401	0.2318040	0.3851976	0.0746918	0.6903885	0.3133249	0.4764991	0.8333170	0.3039719	0.2830543	0.3302290	0.5252676	0.9066613	0.4861903	0.3274530	0.1400365	0.1784444	0.2724152	0.3042400	0.5093208	0.4016485	0.3009058	0.0215156	0.6937642	0.4376154	0.2712703	0.2251242	0.4876029	0.4792695	0.6640084	0.0846815	0.6662543	0.6935967	0.0164877	0.2466170	0.1754920	0.4947532	0.2084610	0.3117475	0.6125189	0.3316571	0.7737512	0.0800448	0.4934198	0.1324692	0.2202337	0.6668113	0.0295889	0.1611863	0.0646152	0.7011904	0.5928624	0.4853419	0.0203987	0.8263178	0.3166039
700	0.7024677	0.7054292	0.0580990	0.5673560	0.5483760	0.3423518	0.4729191	0.5300229	0.5349245	0.4820072	0.0495267	0.4884374	0.5618246	0.4451590	0.0781876	0.0782577	0.7253092	0.4966469	0.5341125	0.4527806	0.0322081	0.6861567	0.6581260	0.5110502	0.5490437	0.3766535	0.2432165	0.4195278	0.0406603	0.1137707	0.3942894	0.3486705	0.5917549	0.0152412	0.4481264	0.3311224	0.6679707	0.3735009	0.0038467	0.2108261	0.6992256	0.7162384	0.4107356	0.1741958	0.1006845	0.1718847	0.4044793	0.6637684	0.0752376	0.2284761	0.1118957	0.6306247	0.5348017	0.0004517	0.4612391	0.3888088	0.6764973	0.2189310	0.6687720	0.4306417	0.0641669	0.5354219	0.4391366	0.6195389	0.7354655	0.5894155	0.3054893	0.0323012	0.3466132	0.5370018	0.0492022	0.8948317	0.3483704	0.5897618	0.1757326	0.5306372	0.0438917	0.5539542	0.1042483	0.3187992	0.6600430	0.7618256	0.5751938	0.6787060	0.5783243	0.3734714	0.6193983	0.4121995	0.0193372	0.0274524	0.5778680	0.2986898	0.5523503	0.3371625	0.4705390	0.2363717	0.5462026	0.1760616	0.3969867	0.3382202	0.0122994	0.0638357	0.6005517	0.3181966	0.5600481	0.1118227	0.2656248	0.0060403	0.1251834	0.6806067	0.1939763	0.6731014	0.5208884	0.1007586	0.6906357	0.0142156	0.5818113	0.0338246	0.2160714	0.7067020	0.4804926	0.0193500	0.0802289	0.6360007	0.1296040	0.4268626	0.0260980	0.4522325	0.6428338	0.6665637	0.0915257	0.4564600	0.1127335	0.7192236	0.1869815	0.6137176	0.1419552	0.6962421	0.8201246	0.7322417	0.1715697	0.4534856	0.3085785	0.0355099	0.2238588	0.2414445	0.3205517	0.0552477	0.6229651	0.3702432	0.5328791	0.6900833	0.3159053	0.3705764	0.3369563	0.4389067	0.6908425	0.5643751	0.2985559	0.2283364	0.2237243	0.2636541	0.2907823	0.5062525	0.3981574	0.2828459	0.0244013	0.8423241	0.3398403	0.2391603	0.2506240	0.5361467	0.4841755	0.5866604	0.0956062	0.6999314	0.5440432	0.0156673	0.2760545	0.1373403	0.5750161	0.2050989	0.4019807	0.5351046	0.2556211	0.7328073	0.0276908	0.4650180	0.0735924	0.2770373	0.6833266	0.0136764	0.2268721	0.0350813	0.6153181	0.6260905	0.4550978	0.0210652	0.7268225	0.2963555
750	0.5696683	0.6044658	0.1148234	0.5900836	0.8124244	0.2376294	0.4613165	0.5000391	0.5022999	0.3139338	0.0329465	0.4370694	0.5405390	0.5107857	0.0949211	0.1061312	0.6366245	0.3933615	0.5494600	0.4967097	0.0350625	0.6898267	0.7302125	0.7116521	0.5671888	0.5572260	0.2444909	0.3509398	0.0258797	0.2048461	0.2643707	0.3000519	0.6832466	0.0061390	0.4627175	0.3147678	0.6716455	0.4265533	0.0105784	0.2502531	0.6397910	0.7007244	0.5159211	0.1955298	0.1156784	0.1822093	0.2832247	0.7246701	0.0765786	0.1989847	0.0777479	0.6281524	0.4095278	0.0013693	0.5488443	0.4395330	0.7899245	0.2153674	0.7782610	0.3854284	0.0571761	0.5777423	0.4498090	0.5990528	0.6947023	0.5412787	0.2801181	0.0489841	0.2515452	0.4290790	0.0388434	0.7586160	0.3704288	0.7134316	0.1068937	0.5548230	0.0871590	0.5737274	0.0696569	0.2824595	0.6199619	0.6023486	0.5893865	0.6984619	0.6252597	0.3320458	0.6749718	0.4869081	0.0355671	0.0203188	0.7364936	0.3308669	0.5728601	0.2758942	0.5442456	0.2281792	0.7231233	0.1600432	0.3748363	0.3035523	0.0108955	0.0336147	0.6580333	0.4044501	0.4653413	0.1804080	0.3298348	0.0251236	0.1045213	0.5725316	0.3940815	0.6281061	0.4992843	0.0624166	0.7372236	0.0337267	0.6444141	0.0147863	0.2331040	0.5751800	0.3224257	0.0257305	0.0713220	0.5493061	0.0768960	0.4515597	0.0094470	0.4449786	0.5232064	0.5465694	0.1160785	0.4887785	0.1278170	0.6657368	0.2875270	0.5232039	0.1023666	0.7028511	0.6816368	0.6461395	0.1993734	0.5127818	0.2897059	0.0396589	0.2148315	0.1529538	0.3282943	0.0622264	0.8525530	0.5415202	0.4943902	0.7223325	0.3083141	0.2145111	0.2689006	0.3835436	0.6486470	0.4920403	0.3826049	0.1915368	0.1693877	0.3585512	0.2988900	0.4906873	0.3313382	0.3490507	0.0254203	0.7635335	0.4064633	0.2595124	0.3048928	0.7094381	0.5336672	0.6388498	0.0807482	0.5850024	0.6338875	0.0070277	0.2328443	0.1266227	0.4841981	0.1821622	0.2670964	0.6167902	0.2517523	0.5628295	0.0489892	0.5062666	0.0861326	0.2072231	0.5858808	0.0099126	0.2258086	0.0485239	0.6240643	0.6384227	0.4978979	0.0136010	0.7294760	0.4372434
800	0.5309045	0.6124729	0.0859344	0.7589622	0.7511426	0.3783935	0.4731915	0.5264081	0.5719584	0.4346140	0.0780334	0.5184294	0.5535925	0.3730425	0.1108414	0.0762664	0.7484106	0.5058133	0.5265468	0.3610765	0.0397971	0.7005056	0.8358479	0.5700964	0.5767804	0.4046026	0.2060273	0.2945811	0.0309999	0.1850993	0.3497138	0.3652118	0.5829262	0.0316874	0.3955968	0.2970635	0.6421038	0.3669120	0.0009984	0.2874009	0.5666168	0.7317506	0.3863663	0.1635316	0.1207301	0.2823684	0.3587167	0.6643614	0.0774987	0.2414628	0.0877242	0.6914423	0.4763640	0.0011377	0.4293125	0.3924463	0.5302164	0.1826676	0.6224985	0.4328506	0.1015308	0.5531282	0.4829511	0.6485581	0.6895950	0.6484997	0.3708360	0.0640162	0.2998973	0.4593214	0.0532723	0.7998570	0.2974050	0.6490215	0.1229890	0.6394840	0.0549843	0.6900661	0.0411180	0.3104862	0.7654785	0.5219714	0.4865134	0.6511147	0.6805439	0.2985122	0.6893924	0.3968285	0.0361764	0.0168492	0.7441158	0.3745403	0.5460648	0.4072200	0.4463807	0.2012018	0.6400369	0.1517339	0.3649835	0.3577493	0.0050407	0.0481621	0.6933524	0.3916639	0.4898271	0.1538127	0.2617627	0.0095214	0.1114440	0.7460611	0.3359398	0.6576882	0.5897545	0.0926866	0.7223758	0.0155682	0.4613807	0.0431895	0.1927941	0.6607315	0.4162594	0.1121757	0.0669175	0.6710035	0.0864743	0.4244867	0.0143666	0.4198833	0.7147825	0.6525064	0.1208032	0.4896435	0.1128721	0.7431267	0.2155597	0.5601836	0.1933577	0.6286875	0.7249391	0.7659206	0.1991836	0.4856635	0.2819656	0.0749708	0.2169509	0.1500392	0.3935875	0.0668190	0.6675460	0.2930030	0.6195796	0.6203036	0.3643757	0.2784556	0.3471827	0.4763218	0.7233030	0.6230268	0.3776316	0.2024328	0.1969926	0.2711653	0.2434368	0.5107087	0.2788260	0.3748322	0.0063296	0.9297091	0.5088817	0.2154299	0.2233307	0.6813342	0.4354444	0.6630491	0.1043848	0.7093305	0.6154731	0.0195990	0.2499902	0.1198787	0.5387531	0.2027903	0.3267394	0.5021596	0.2628380	0.8043277	0.0544835	0.4901978	0.1189336	0.2359874	0.7474016	0.0068741	0.1646041	0.0681239	0.6409600	0.6862225	0.3709218	0.0386440	0.7778898	0.3701897
850	0.6181716	0.6760137	0.0615994	0.8313686	0.5714762	0.4771078	0.5895624	0.7753683	0.5423267	0.4036296	0.0700660	0.5287397	0.5363769	0.2534165	0.1482292	0.0756855	0.6824678	0.3617027	0.6552416	0.4425074	0.0354514	0.7840724	0.5650555	0.6509589	0.5520600	0.5044246	0.2258117	0.3745442	0.0199027	0.1659763	0.3564784	0.3794170	0.6112709	0.0073294	0.6038205	0.3463467	0.6548219	0.3633197	0.0044731	0.2715984	0.5770129	0.6649202	0.4227340	0.1630050	0.0910668	0.2106232	0.3062276	0.6563560	0.0957169	0.2065017	0.0939240	0.6345700	0.4182528	0.0003440	0.4725154	0.5130327	0.5629419	0.2709299	0.6981447	0.4867368	0.1208219	0.5662914	0.4034726	0.6661382	0.7449891	0.5461888	0.3412718	0.0957148	0.2578698	0.6302777	0.0397283	0.7408366	0.3319953	0.7154532	0.1419495	0.5209012	0.0815145	0.6915576	0.0706205	0.3593716	0.7507523	0.6039639	0.4761503	0.6979800	0.7173102	0.3434456	0.6116614	0.3987826	0.0233632	0.0326197	0.6459527	0.2968200	0.6107289	0.3082285	0.6081484	0.2021786	0.6109731	0.1214321	0.4618398	0.3904876	0.0164672	0.0702569	0.7724701	0.2848863	0.5543887	0.1326711	0.2285741	0.0097915	0.2104744	0.5702360	0.2977738	0.6654736	0.6275515	0.1091695	0.7010558	0.0046403	0.5828802	0.0326674	0.2665706	0.6950284	0.3517921	0.0499952	0.0757764	0.6369426	0.1076350	0.3335890	0.0300409	0.4074260	0.6423876	0.6158575	0.0664294	0.5075103	0.1138403	0.6408370	0.1549321	0.5414114	0.1692042	0.6721978	0.6156683	0.7261940	0.1628318	0.4800706	0.3974606	0.0439714	0.3053169	0.1334583	0.3034287	0.0890347	0.7447068	0.3551761	0.5491257	0.6459550	0.2295068	0.2369216	0.4148831	0.4563375	0.7021899	0.5562575	0.3051112	0.2061237	0.2249467	0.2074104	0.2499056	0.5510221	0.3109603	0.3254567	0.0333665	0.8327801	0.4229563	0.1795961	0.2185721	0.7950840	0.4783462	0.6446053	0.1026026	0.7632494	0.6068756	0.0147273	0.2630802	0.1575183	0.4990936	0.1732800	0.3457442	0.5852389	0.2397823	0.5904675	0.0302474	0.4619204	0.0843293	0.1538153	0.6017150	0.0169357	0.1896142	0.0775563	0.5756485	0.6494295	0.3623613	0.0187692	0.7115260	0.3378840
900	0.5396650	0.6716257	0.1121560	0.6636352	0.7749502	0.4259170	0.5218768	0.5547295	0.5576982	0.4987220	0.0895157	0.5693736	0.5414364	0.4333273	0.2133200	0.0637750	0.7378708	0.3971798	0.6418287	0.4169443	0.0256020	0.8201957	0.7820800	0.6219403	0.5976506	0.5280009	0.2374636	0.3619555	0.0296194	0.1951855	0.4243783	0.4315412	0.6117063	0.0082392	0.6146600	0.4053432	0.5429636	0.4620913	0.0116275	0.2562316	0.6356368	0.6590727	0.4664458	0.1438542	0.1544720	0.2283748	0.3130358	0.7757855	0.0495956	0.2647986	0.1130542	0.8021247	0.4082259	0.0005117	0.4363538	0.5248774	0.5933421	0.1822796	0.7283509	0.4593182	0.0756523	0.5629698	0.4313684	0.6941755	0.6473994	0.5380884	0.3852261	0.0387786	0.2517715	0.4809854	0.0792624	0.7368062	0.3235060	0.7288131	0.1090630	0.5813538	0.0612384	0.7947584	0.0649854	0.3687307	0.6938290	0.6298363	0.5765261	0.6923005	0.7666405	0.2240755	0.7379655	0.4990022	0.0241231	0.0411586	0.7232553	0.2898903	0.4323768	0.3897760	0.6648754	0.2814642	0.6372463	0.1214944	0.2996313	0.3168600	0.0028184	0.0662770	0.7280723	0.3791798	0.6142856	0.1599135	0.2926578	0.0059930	0.1163097	0.6627204	0.2709681	0.5918779	0.6747855	0.0857808	0.6983681	0.0121023	0.5612641	0.0401010	0.2056499	0.5820743	0.4002585	0.0329759	0.1018311	0.5846497	0.0926383	0.4523160	0.0179577	0.4556300	0.8253737	0.6721527	0.0765138	0.5430299	0.1153716	0.9066402	0.1831080	0.6039767	0.1179187	0.6472167	0.6937334	0.7433669	0.1288593	0.4133594	0.4150228	0.0397569	0.2409285	0.0974717	0.2911670	0.0794893	0.7040151	0.3630843	0.4807387	0.6463043	0.3307020	0.3348004	0.3042747	0.3441826	0.8745019	0.4088571	0.2564061	0.1565319	0.1797136	0.2686366	0.2356011	0.5731994	0.3790798	0.3341462	0.0136748	0.6573399	0.4172884	0.2201284	0.2879665	0.7688172	0.4496313	0.7273368	0.1345536	0.6793664	0.6203292	0.0102467	0.1283783	0.1250891	0.5032221	0.1759223	0.4004848	0.5599106	0.1888658	0.8104697	0.0382614	0.5508200	0.0567609	0.2394768	0.6457067	0.0015054	0.1729461	0.0502371	0.7487926	0.5740241	0.4546843	0.0373029	0.5887183	0.4133824
950	0.6345326	0.6798458	0.0748971	0.8320128	0.6935226	0.4052329	0.6273938	0.5436403	0.4982935	0.4771160	0.0372593	0.4765901	0.5756353	0.3448294	0.2338541	0.0434280	0.6857589	0.3791864	0.6864350	0.4399967	0.0846366	0.6121068	0.6481011	0.5144980	0.6585155	0.4386356	0.2256863	0.4419835	0.0409766	0.1492704	0.4345735	0.3228094	0.6617849	0.0161919	0.5022694	0.3485735	0.7068978	0.3125227	0.0185649	0.1785867	0.6677165	0.7618566	0.4842613	0.1641698	0.0912902	0.1671973	0.2601824	0.7343219	0.0434285	0.3102157	0.1236818	0.6985709	0.3901280	0.0019986	0.6217917	0.3902329	0.6097777	0.2474278	0.7904929	0.3080471	0.1013474	0.4285442	0.2950791	0.6441557	0.6048832	0.5536774	0.3256262	0.0825728	0.3374036	0.4971459	0.0384113	0.6314112	0.4532360	0.6025938	0.1877865	0.6116803	0.0927782	0.5971040	0.0563706	0.3424988	0.7785756	0.5886412	0.5067961	0.5941209	0.7904888	0.1720352	0.5835286	0.4453757	0.0184559	0.0192786	0.7974488	0.2468880	0.5240076	0.3662498	0.5613512	0.2368280	0.5757263	0.1055237	0.3535940	0.3406289	0.0031738	0.0251567	0.5808946	0.3993588	0.6118635	0.2173284	0.3045329	0.0030673	0.1979268	0.6673635	0.3824256	0.8145713	0.5228408	0.0989277	0.5821798	0.0253030	0.6513095	0.0331488	0.3718992	0.6442995	0.3675698	0.0356910	0.1266884	0.5978603	0.0833209	0.3331048	0.0363332	0.4197122	0.6171105	0.5706235	0.0742359	0.4490380	0.0620113	0.6724069	0.2029255	0.5322777	0.1343510	0.6642585	0.7047003	0.7481805	0.1490070	0.4911621	0.3501588	0.0420465	0.3089840	0.1131321	0.2886442	0.0769098	0.7202305	0.2724125	0.4437115	0.5845813	0.2733750	0.2920140	0.4345449	0.3497919	0.6526436	0.5973655	0.2872530	0.1575921	0.1857822	0.2817502	0.3196425	0.5644092	0.4047271	0.2760639	0.0181722	0.6158518	0.4545391	0.2026835	0.2595646	0.5948187	0.4527614	0.7452051	0.0724801	0.8173381	0.7386241	0.0023349	0.2058705	0.1138174	0.5234004	0.1555832	0.3415236	0.6664161	0.2501889	0.6151492	0.0274932	0.4665794	0.0877104	0.2230448	0.6728960	0.0039965	0.2344308	0.0592270	0.7492286	0.6160929	0.3794125	0.0237014	0.7764835	0.3512442
